cancer,cohort,stage_id,run_id,analysis_version,analysis_type,metabolite_key,metabolite_name,gene,unit,n,n_reference,effect_type,effect,ci_lower,ci_upper,p_value,q_value,test_family,family_n_evaluable,status,reason,source_id,pairs_higher,pairs_lower,pairs_equal,higher_fraction,lower_fraction,n_both_author_available,n_pairs_with_at_least_one_author_missing,old_hedges_g,old_p,old_q,old_n_tumor,old_n_normal,old_design,median_paired_difference,w_positive,w_negative,paired_rank_biserial,seed,nonzero_pairs,normal_approximation_warning,same_mean_direction_as_old_g,pairs_in_old_direction,fraction_in_old_direction,n_available,effect_available,median_paired_difference_available,paired_rank_biserial_available,q_value_available,pairs_higher_available,pairs_lower_available,pairs_equal_available,normal_approximation_warning_available,available_direction_matches_primary,mean_direction_matches_signed_rank,old_significant,new_significant,majority_direction,same_direction_pairs,same_direction_fraction,raw_p_lt_005,majority_matches_mean,display_order,proportion_rank,mapping_version,mapping_state,mapping_status,mapping_reason,direct_gene_count,direct_genes,conditional_gene_count,conditional_genes,original_v1_feature_mapped
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,NAME:C-glycosyltryptophan,C-glycosyltryptophan,NA,author_paired_case,45,45,mean_paired_difference_author_scale,1.3676559677423066,1.1303981589319854,1.599442645116432,1.45870607354604e-08,3.1736397629373487e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,43,2,0,0.9555555555555556,0.0444444444444444,33,12,1.86632566275965,9.31994678359937e-13,1.000340954773e-10,61,47,Unpaired; author supplied processed values; no new transformation,1.571503445900202,1020.0,15.0,0.9710144927536232,2354503178.0,45,False,True,43,0.9555555555555556,33,1.209112973160161,1.4931033212170988,0.9500891265597148,2.888302194281683e-05,31,2,0,False,True,True,True,True,UP,43,0.9555555555555556,True,True,1,1,mapping190_v2,NAMED_UNRESOLVED,NEEDS_REVIEW,糖基种类与游离/蛋白结合形式未核实；DPY19作用于蛋白色氨酸，不直接移植为游离峰的酶。,0,,0,,False
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,NAME:X - 15165,X - 15165,NA,author_paired_case,45,45,mean_paired_difference_author_scale,-1.825037530016854,-2.1702538999064998,-1.459616410731241,3.3974749649350764e-08,3.1736397629373487e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,3,42,0,0.0666666666666666,0.9333333333333332,45,0,-1.7465724612431,6.86773379047618e-13,1.000340954773e-10,61,47,Unpaired; author supplied processed values; no new transformation,-1.847568102931099,28.0,1007.0,-0.9458937198067632,3267266948.0,45,False,True,42,0.9333333333333332,45,-1.825037530016854,-1.847568102931099,-0.9458937198067632,4.311359677952625e-06,3,42,0,False,True,True,True,True,DOWN,42,0.9333333333333333,True,True,2,2,mapping190_v2,UNKNOWN_FEATURE,NEEDS_REVIEW,未知特征不猜身份或基因。,0,,0,,False
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C00106,uracil,NA,author_paired_case,45,45,mean_paired_difference_author_scale,2.1726794967236334,1.6739308467685865,2.697787420701598,8.780878956556333e-08,3.1736397629373487e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,41,4,0,0.9111111111111112,0.0888888888888888,40,5,1.49866532572328,1.08615116425107e-10,3.98041506834046e-09,61,47,Unpaired; author supplied processed values; no new transformation,2.4414956225261,992.0,43.0,0.9169082125603863,2411144072.0,45,False,True,41,0.9111111111111112,40,1.9362510202691623,2.081062904527699,0.8951219512195122,1.341263546281438e-05,36,4,0,False,True,True,True,True,UP,41,0.9111111111111111,True,True,3,3,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,4,DPYD;SLC29A2;UPP1;UPP2,0,,True
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C02712,N-acetylmethionine,NA,author_paired_case,45,45,mean_paired_difference_author_scale,1.4858560252241848,1.1794066366423637,1.8019617422598668,2.5108505048802423e-08,3.1736397629373487e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,41,3,1,0.9111111111111112,0.0666666666666666,22,23,1.2888263552746,4.42969871397189e-08,5.09415352106768e-07,61,47,Unpaired; author supplied processed values; no new transformation,1.7540071282686007,973.0,17.0,0.9656565656565655,584960411.0,44,False,True,41,0.9111111111111112,22,0.8259297878613591,0.708526122585349,0.8735177865612648,0.002213016632272,19,3,0,False,True,True,True,True,UP,41,0.9111111111111111,True,True,4,3,mapping190_v2,CONDITIONAL_ONLY,NEEDS_REVIEW,仅条件性证据，不进入直接基因主池。,0,,1,ACY1,False
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C02989,methionine sulfoxide,NA,author_paired_case,45,45,mean_paired_difference_author_scale,-1.767994241419385,-2.2264436328751627,-1.3288522179895637,8.249395177050032e-08,3.1736397629373487e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,4,41,0,0.0888888888888888,0.9111111111111112,45,0,-1.56929985110877,4.6599945198703695e-12,2.72915698370918e-10,61,47,Unpaired; author supplied processed values; no new transformation,-1.5636472385417015,42.0,993.0,-0.9188405797101448,2187857487.0,45,False,True,41,0.9111111111111112,45,-1.767994241419385,-1.5636472385417015,-0.9188405797101448,4.311359677952625e-06,4,41,0,False,True,True,True,True,DOWN,41,0.9111111111111111,True,True,5,3,mapping190_v2,CONDITIONAL_ONLY,NEEDS_REVIEW,仅条件性证据，不进入直接基因主池。,0,,1,MSRA,False
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C00049,aspartate,NA,author_paired_case,45,45,mean_paired_difference_author_scale,1.3143566505465842,1.0064534744350175,1.609199729126838,6.835213750344966e-08,3.1736397629373487e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,40,5,0,0.8888888888888888,0.1111111111111111,45,0,1.54594696706781,1.11253837313864e-10,3.98041506834046e-09,61,47,Unpaired; author supplied processed values; no new transformation,1.213039561739098,996.0,39.0,0.9246376811594202,2311617225.0,45,False,True,40,0.8888888888888888,45,1.3143566505465842,1.213039561739098,0.9246376811594202,4.311359677952625e-06,40,5,0,False,True,True,True,True,UP,40,0.8888888888888888,True,True,6,6,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,4,ASNS;ASS1;GOT1;GOT2,0,,True
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C00114,choline,NA,author_paired_case,45,45,mean_paired_difference_author_scale,-0.556493694851978,-0.7126285542466133,-0.4018035537983737,4.522526653276709e-07,7.190817378709968e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,5,40,0,0.1111111111111111,0.8888888888888888,45,0,-1.03824245330727,1.26068519112757e-06,7.12176546566802e-06,61,47,Unpaired; author supplied processed values; no new transformation,-0.4894335124046982,70.0,965.0,-0.8647342995169082,2211657905.0,45,False,True,40,0.8888888888888888,45,-0.556493694851978,-0.4894335124046982,-0.8647342995169082,8.140547975898076e-06,5,40,0,False,True,True,True,True,DOWN,40,0.8888888888888888,True,True,7,6,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,5,CHKA;CHKB;GDPD5;GPCPD1;SLC22A2,0,,True
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C00148,proline,NA,author_paired_case,45,45,mean_paired_difference_author_scale,0.6196633568543043,0.4718944479876805,0.7680855836414469,1.1975999105423957e-07,3.1736397629373487e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,40,5,0,0.8888888888888888,0.1111111111111111,45,0,1.41525118979714,3.5158591022136e-09,5.95845595217253e-08,61,47,Unpaired; author supplied processed values; no new transformation,0.6619663857133027,987.0,48.0,0.9072463768115944,1798813204.0,45,False,True,40,0.8888888888888888,45,0.6196633568543043,0.6619663857133027,0.9072463768115944,4.311359677952625e-06,40,5,0,False,True,True,True,True,UP,40,0.8888888888888888,True,True,8,6,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,5,PEPD;PRODH;PYCR1;PYCR2;PYCR3,0,,True
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C00242,guanine,NA,author_paired_case,45,45,mean_paired_difference_author_scale,1.4276585848915064,1.077415169626169,1.7982002787796845,1.0581892738765685e-07,3.1736397629373487e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,40,5,0,0.8888888888888888,0.1111111111111111,40,5,1.33232734180974,6.224248591887121e-10,1.67017337215638e-08,61,47,Unpaired; author supplied processed values; no new transformation,1.3731303464322018,989.0,46.0,0.9111111111111112,1063017444.0,45,False,True,40,0.8888888888888888,40,1.2612606279714071,1.3574579799613478,0.9536585365853658,4.40844683811024e-06,36,4,0,False,True,True,True,True,UP,40,0.8888888888888888,True,True,9,6,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,4,GDA;HPRT1;PNP;SLC29A2,0,,True
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C02494,1-methyladenosine,NA,author_paired_case,45,45,mean_paired_difference_author_scale,0.9862918426506464,0.7458033291695998,1.2236998991047232,1.5564652494783753e-07,3.2997063288941555e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,40,4,1,0.8888888888888888,0.0888888888888888,19,26,1.45798101822167,3.60044868715624e-10,1.05394952478573e-08,61,47,Unpaired; author supplied processed values; no new transformation,0.932469164875,945.0,45.0,0.9090909090909092,2271194255.0,44,False,True,40,0.8888888888888888,19,0.7230942931577685,0.6665353623367007,0.9263157894736842,0.0024745719944399,17,2,0,False,True,True,True,True,UP,40,0.8888888888888888,True,True,10,6,mapping190_v2,NAMED_UNRESOLVED,NEEDS_REVIEW,RNA中的m1A修饰酶不等于游离1-甲基腺苷直接代谢酶；本轮未建立精确游离底物关系。,0,,0,,False
