cohort	contrast	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	library	p_resolution_note
Wu2021	high_vs_zero	prerank	Peptide Chain Elongation R-HSA-156902	0.7939726372698719	2.3079829205564315	0.0	0.0	0.0	56/82	11.65%	RPL26;RPL7;RPL23A;RPL23;RPL34;RPL41;RPL27;RPS14;RPS23;RPL19;RPL9;RPS4X;RPS10;RPS20;RPL7A;RPL27A;RPL32;RPL15;RPL3;RPL29;RPL14;RPS15A;RPS24;RPL35;RPL8;RPL12;RPS15;RPS17;RPL31;RPL26L1;RPL38;RPL13A;RPS13;RPL39;RPS11;RPS9;RPL10A;RPLP2;RPS6;RPL30;RSL24D1;RPS5;RPSA;FAU;RPS3A;RPL6;RPS27;RPL36A;MRPL13;RPS27L;EEF1A1;RPL21;RPS2;RPL35A;RPL22L1;RPL5	Reactome_2022	1000 gene-set permutations; reported zero is below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Viral mRNA Translation R-HSA-192823	0.7900362217872137	2.3024463367922388	0.0	0.0	0.0	56/86	11.65%	RPL26;RPL7;RPL23A;RPL23;RPL34;RPL41;RPL27;RPS14;RPS23;RPL19;RPL9;RPS4X;RPS10;RPS20;RPL7A;RPL27A;RPL32;RPL15;RPL3;RPL29;RPL14;RPS15A;RPS24;RPL35;RPL8;RPL12;RPS15;RPS17;RPL31;RPL26L1;RPL38;RPL13A;GRSF1;RPS13;RPL39;RPS11;RPS9;RPL10A;RPLP2;RPS6;RPL30;RSL24D1;RPS5;RPSA;FAU;RPS3A;RPL6;RPS27;RPL36A;MRPL13;RPS27L;RPL21;RPS2;RPL35A;RPL22L1;RPL5	Reactome_2022	1000 gene-set permutations; reported zero is below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Eukaryotic Translation Elongation R-HSA-156842	0.7838865329086501	2.2899648015735026	0.0	0.0	0.0	57/86	11.65%	RPL26;RPL7;RPL23A;RPL23;RPL34;RPL41;RPL27;RPS14;RPS23;RPL19;RPL9;RPS4X;RPS10;RPS20;RPL7A;RPL27A;RPL32;RPL15;RPL3;RPL29;RPL14;RPS15A;EEF1D;RPS24;RPL35;RPL8;RPL12;RPS15;RPS17;RPL31;RPL26L1;RPL38;RPL13A;RPS13;RPL39;RPS11;RPS9;RPL10A;RPLP2;RPS6;RPL30;RSL24D1;RPS5;RPSA;FAU;RPS3A;RPL6;RPS27;RPL36A;MRPL13;RPS27L;EEF1A1;RPL21;RPS2;RPL35A;RPL22L1;RPL5	Reactome_2022	1000 gene-set permutations; reported zero is below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Formation Of A Pool Of Free 40S Subunits R-HSA-72689	0.7798686083603101	2.2767570845457588	0.0	0.0	0.0	62/94	12.37%	RPL26;RPL7;RPL23A;RPL23;RPL34;RPL41;RPL27;RPS14;RPS23;RPL19;RPL9;EIF3E;RPS4X;RPS10;RPS20;RPL7A;RPL27A;RPL32;RPL15;RPL3;EIF3H;RPL29;RPL14;RPS15A;EIF1AX;RPS24;RPL35;RPL8;RPL12;RPS15;EIF3F;RPS17;RPL31;RPL26L1;RPL38;RPL13A;RPS13;RPL39;RPS11;RPS9;RPL10A;RPLP2;RPS6;RPL30;RSL24D1;EIF3G;RPS5;RPSA;FAU;RPS3A;RPL6;RPS27;RPL36A;MRPL13;RPS27L;EIF3D;RPL21;RPS2;RPL35A;RPL22L1;RPL5;EIF3M	Reactome_2022	1000 gene-set permutations; reported zero is below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012	0.7782674709510399	2.272628493718209	0.0	0.0	0.0	59/93	11.65%	RPL26;RPL7;RPL23A;RPL23;RPL34;RPL41;RPL27;RPS14;RPS23;RPL19;RPL9;RPS4X;RPS10;RPS20;RPL7A;RPL27A;RPL32;RPL15;RPL3;RPL29;RPL14;RPS15A;RPS24;RPL35;RPL8;RPL12;RPS15;RPS17;RPL31;RPL26L1;RPL38;RPL13A;CEBPB;RPS13;RPL39;RPS11;RPS9;RPL10A;RPLP2;RPS6;RPL30;RSL24D1;EIF2S3;RPS5;RPSA;FAU;ATF4;RPS3A;RPL6;RPS27;RPL36A;MRPL13;RPS27L;RPL21;RPS2;DDIT3;RPL35A;RPL22L1;RPL5	Reactome_2022	1000 gene-set permutations; reported zero is below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956	0.7764518822844773	2.2678242748127757	0.0	0.0	0.0	56/88	11.65%	RPL26;RPL7;RPL23A;RPL23;RPL34;RPL41;RPL27;RPS14;RPS23;RPL19;RPL9;RPS4X;RPS10;RPS20;RPL7A;RPL27A;RPL32;RPL15;RPL3;RPL29;RPL14;RPS15A;RPS24;RPL35;RPL8;RPL12;RPS15;RPS17;RPL31;RPL26L1;RPL38;RPL13A;RPS13;RPL39;RPS11;RPS9;RPL10A;RPLP2;RPS6;RPL30;RSL24D1;RPS5;RPSA;FAU;RPS3A;RPL6;RPS27;RPL36A;MRPL13;RPS27L;RPL21;GSPT1;RPS2;RPL35A;RPL22L1;RPL5	Reactome_2022	1000 gene-set permutations; reported zero is below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827	0.7725856439070485	2.266490692508324	0.0	0.0	0.0	66/104	11.65%	RPL26;RPL7;RPL23A;RPL23;RPL34;RPL41;RPL27;RPS14;RPS23;RPL19;RPL9;EIF3E;RPS4X;EIF4A1;EIF4A2;RPS10;RPS20;RPL7A;RPL27A;RPL32;RPL15;RPL3;EIF3H;RPL29;EIF4B;RPL14;RPS15A;EIF1AX;RPS24;RPL35;RPL8;RPL12;RPS15;EIF4E;EIF3F;RPS17;RPL31;RPL26L1;RPL38;RPL13A;RPS13;RPL39;RPS11;RPS9;RPL10A;RPLP2;RPS6;RPL30;RSL24D1;EIF3G;EIF2S3;RPS5;RPSA;FAU;RPS3A;RPL6;RPS27;RPL36A;MRPL13;RPS27L;EIF3D;RPL21;RPS2;RPL35A;RPL22L1;RPL5	Reactome_2022	1000 gene-set permutations; reported zero is below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Eukaryotic Translation Termination R-HSA-72764	0.7782481896390008	2.2658940846033904	0.0	0.0	0.0	56/86	11.65%	RPL26;RPL7;RPL23A;RPL23;RPL34;RPL41;RPL27;RPS14;RPS23;RPL19;RPL9;RPS4X;RPS10;RPS20;RPL7A;RPL27A;RPL32;RPL15;RPL3;RPL29;RPL14;RPS15A;RPS24;RPL35;RPL8;RPL12;RPS15;RPS17;RPL31;RPL26L1;RPL38;RPL13A;RPS13;RPL39;RPS11;RPS9;RPL10A;RPLP2;RPS6;RPL30;RSL24D1;RPS5;RPSA;FAU;RPS3A;RPL6;RPS27;RPL36A;MRPL13;RPS27L;RPL21;GSPT1;RPS2;RPL35A;RPL22L1;RPL5	Reactome_2022	1000 gene-set permutations; reported zero is below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Selenocysteine Synthesis R-HSA-2408557	0.7752793174285573	2.264761393259233	0.0	0.0	0.0	57/86	12.16%	RPL26;RPL7;RPL23A;RPL23;RPL34;RPL41;RPL27;RPS14;RPS23;RPL19;RPL9;RPS4X;RPS10;RPS20;RPL7A;RPL27A;RPL32;RPL15;RPL3;RPL29;RPL14;RPS15A;RPS24;RPL35;RPL8;RPL12;RPS15;RPS17;RPL31;RPL26L1;RPL38;RPL13A;RPS13;RPL39;RPS11;RPS9;SECISBP2;RPL10A;RPLP2;RPS6;RPL30;RSL24D1;RPS5;RPSA;FAU;RPS3A;RPL6;RPS27;RPL36A;MRPL13;RPS27L;RPL21;RPS2;RPL35A;RPL22L1;RPL5;SARS1	Reactome_2022	1000 gene-set permutations; reported zero is below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706	0.7717925343348965	2.2597831035186418	0.0	0.0	0.0	66/105	11.65%	RPL26;RPL7;RPL23A;RPL23;RPL34;RPL41;RPL27;RPS14;RPS23;RPL19;RPL9;EIF3E;RPS4X;EIF4A1;EIF4A2;RPS10;RPS20;RPL7A;RPL27A;RPL32;RPL15;RPL3;EIF3H;RPL29;EIF4B;RPL14;RPS15A;EIF1AX;RPS24;RPL35;RPL8;RPL12;RPS15;EIF4E;EIF3F;RPS17;RPL31;RPL26L1;RPL38;RPL13A;RPS13;RPL39;RPS11;RPS9;RPL10A;RPLP2;RPS6;RPL30;RSL24D1;EIF3G;EIF2S3;RPS5;RPSA;FAU;RPS3A;RPL6;RPS27;RPL36A;MRPL13;RPS27L;EIF3D;RPL21;RPS2;RPL35A;RPL22L1;RPL5	Reactome_2022	1000 gene-set permutations; reported zero is below permutation resolution, not exact zero
