gene	module	kME	rank_in_module	Pal_kME
MRPL3	green	0.61088921308014	66	0.587645726951424
PGD	green	0.731556228840915	13	0.458892511665098
MIR23AHG	yellow	0.767960987957777	13	0.639493286240316
PPP2R1A	blue	0.626844880212713	95	0.519033596162532
MRPS7	blue	0.664358356454367	62	0.393444779027705
SRGN	blue	0.472500346274577	297	0.0324351286171422
PPM1G	green	0.54905677141016	117	0.430394214028907
CDK4	green	0.562350309948212	104	0.337410070685462
NSMCE4A	greenyellow	0.581550038612303	57	0.229909210793948
GTF3C6	blue	0.547310316927947	183	0.428400256660893
HLA-DPA1	midnightblue	0.635244816594301	20	0.623390439378266
UGP2	salmon	0.611250383831023	29	0.65653006856674
AP3S1	magenta	0.506558183609191	99	-0.0842127355644069
AUP1	greenyellow	0.510500036547168	91	0.0668169366050361
CA2	turquoise	0.366485661173574	603	0.0353756151794853
MRPS26	grey	NA	NA	NA
BUD31	grey	NA	NA	NA
SON	black	0.59695416030294	48	0.261570180013761
PLK2	yellow	0.354914528532537	294	0.285680681886661
FDFT1	red	0.423448226693713	184	0.393648155685705
RHOV	grey	NA	NA	NA
OCIAD1	turquoise	0.660695369977741	99	0.276683001091631
IL32	grey	NA	NA	NA
DNAJC1	brown	0.608240866938231	62	0.140189756277694
NFIC	yellow	0.498714145815894	182	0.155243444497899
CNN2	tan	0.493116756908645	70	0.24856137413268
NDUFS7	grey	NA	NA	NA
UBXN1	purple	0.389415687322871	136	0.310938954847718
CHMP4B	black	0.540539427273628	82	0.0839320527272864
CMTM6	black	0.441603194314548	161	0.375121728292658
UQCRC2	blue	0.319184498607947	581	0.426992169832017
MRPL36	red	0.660063682896227	45	0.551203517738659
AFDN	brown	0.509210653801426	183	0.322470601414171
PDZK1IP1	grey	NA	NA	NA
NDUFB5	red	0.450489253001309	165	0.516134227438405
RAB1A	pink	0.565110470474123	90	0.592449501022337
EI24	grey	NA	NA	NA
ISCU	magenta	0.411391815218376	147	0.290774908626697
IRX3	turquoise	0.373861688831083	590	0.52290700911943
HLA-DPB1	midnightblue	0.590877903206364	24	0.602217482137236
RHOC	pink	0.488262932141509	133	0.101374000119541
DDX17	brown	0.574188579698719	90	0.614872941989617
COL6A1	grey	NA	NA	NA
ARPC5L	blue	0.532488129631923	205	0.545570786747585
HAX1	grey	NA	NA	NA
TRAM1	red	0.520928794230118	113	0.145478393505022
NDUFV1	grey	NA	NA	NA
ZC3H15	green	0.462621653546819	223	0.375314217367746
PKIB	magenta	0.678662352499883	23	0.392456289485791
CA12	turquoise	0.894399964403668	1	0.814971135737295
GPAA1	grey	NA	NA	NA
CNIH1	tan	0.592668762523839	35	0.447302794251559
RGS10	purple	0.438040432993628	123	0.041352484723976
RPA3	greenyellow	0.53219373289249	81	0.361346013351558
SNHG32	purple	0.447080591872434	119	0.508248247923416
RCN2	grey	NA	NA	NA
MZT2A	magenta	0.411874677714898	146	0.368311687753116
C7orf50	red	0.351101252765315	227	0.352290632550931
MRPL24	magenta	0.520665394557765	84	0.427388863788187
SBDS	red	0.53914701472078	104	0.137560625611086
GSN	salmon	0.586445311176159	43	0.67179591986812
PYCR1	blue	0.380266738326359	495	0.422359297896325
DNAJC19	turquoise	0.390711304227322	548	-0.0679453677306448
CAPZA2	red	0.658567869950943	47	0.0942161543295713
ATP1B3	greenyellow	0.667094696542619	32	0.524734517838058
MRPL33	red	0.728319886527814	24	0.258741017216968
PSMB8	midnightblue	0.77403049772358	6	0.596220386347492
FN1	salmon	0.603376627366841	32	0.252490814975
CEP15	brown	0.436145580520811	306	0.259925271050319
COX14	grey	NA	NA	NA
TOP1	grey	NA	NA	NA
PBX1	turquoise	0.726440861088159	45	0.625346272751857
SRSF9	blue	0.473893119266615	296	0.318811476894783
HNRNPH1	pink	0.471003038547898	140	-0.0212129679527745
BOLA3	red	0.619488866911799	69	0.408859122323376
RAB10	red	0.52382853978827	110	0.248336013972553
MPG	turquoise	0.431721550352624	453	0.0922180278772386
NORAD	yellow	0.602970932036734	84	0.266443599101259
ATP6AP1	black	0.808783003244726	3	0.390648669316285
ZNF593	grey	NA	NA	NA
SFT2D1	pink	0.640010148096743	60	0.454012431709542
MEA1	blue	0.431938057641415	382	0.369393596666173
MTA1	brown	0.558580480193194	108	0.375194478858739
NDUFS2	blue	0.454290253406228	336	0.314300019835853
DGUOK	blue	0.541966129138421	191	0.440376973630479
VPS29	red	0.693000740484533	32	0.629842390977632
VDAC3	blue	0.689943169852916	45	0.518163622451335
RAB11FIP1	turquoise	0.724689144767877	47	0.531720823049832
MARCKS	greenyellow	0.532932943561618	79	0.171037287242604
SPINT1	grey	NA	NA	NA
PET100	magenta	0.667177763258268	27	0.540911621773436
TM9SF2	black	0.569133939085453	60	0.473095458092722
SCGB3A1	brown	0.471403495649867	231	0.137735080994863
UQCRHL	tan	0.524294896367677	57	0.167057455432297
ZFAND5	yellow	0.649585750306249	58	0.548684125800263
SCOC	magenta	0.649097279093739	33	-0.0964425461515511
STARD3	cyan	0.517140970936394	31	0.559927939732133
EIF4H	green	0.560882717305192	105	0.169757865496426
TIMM17A	red	0.645260641324697	57	0.382986852720272
EMC4	blue	0.674447038220162	54	0.347377018456287
DCTPP1	blue	0.520155847692965	225	0.224188341454563
POLD2	blue	0.49061516174847	275	0.217491128983475
KRT23	brown	0.488947165734927	206	-0.0746138193676081
LRRC59	greenyellow	0.482145006949751	107	0.335023821076385
PCNP	red	0.509786398867352	124	0.175399242123798
RRBP1	grey	NA	NA	NA
APEX1	blue	0.576821537121818	141	0.551042752980397
HNRNPR	blue	0.512063372704989	241	0.35717473878516
PNKD	black	0.61869992580253	43	0.27879210926029
EBPL	purple	0.486461534762681	107	0.241860505469594
UCHL1	green	0.47561135766668	205	0.3450669500812
CYB5R3	grey	NA	NA	NA
TPR	grey	NA	NA	NA
MRPS33	red	0.656571426693048	49	0.504380526908983
ENAH	grey	NA	NA	NA
SELENOF	red	0.445125658557719	169	0.235503851149176
HNRNPM	blue	0.62175631267348	104	0.317057937369123
FAM177A1	turquoise	0.530542508303875	270	0.0779353065500304
CNOT7	grey	NA	NA	NA
REX1BD	brown	0.442686393934889	292	0.0404661468558705
SDC1	grey	NA	NA	NA
AR	brown	0.832788296051168	1	0.565777180689095
LSM8	grey	NA	NA	NA
PPP1CB	pink	0.663775222184441	54	0.26464426201477
CLTB	grey	NA	NA	NA
VCP	grey	NA	NA	NA
SNRPB2	red	0.542363440511077	103	0.38956327440354
FGG	grey	NA	NA	NA
MRPS12	blue	0.468677007280003	305	0.394144154392164
BTF3L4	lightcyan	0.412149914732572	22	0.235852502244337
SUPT4H1	red	0.38516017251399	202	0.281951679748833
FKBP8	green	0.532602471137765	132	0.142409026283446
KDM5B	yellow	0.543916747653925	136	0.238673005553935
TMEM167A	red	0.624054632400126	67	0.547807447378327
TOMM40	green	0.702522048671565	24	0.33406933563043
DDAH2	turquoise	0.412434841811895	509	0.0447514831184594
PSMD2	blue	0.696530736714129	41	0.561279552556693
RAB18	blue	0.521907972575413	222	0.315533195727124
TRAPPC3	blue	0.645324239772039	76	0.473221116194716
TMEM134	grey	NA	NA	NA
SNHG7	purple	0.569701505475917	82	0.374465302393159
MRPL43	tan	0.599178700999877	31	0.0362134971214645
SEPTIN2	grey	NA	NA	NA
MAP1LC3B	grey	NA	NA	NA
CPNE3	grey	NA	NA	NA
MT1E	greenyellow	0.340328561958398	150	0.0221860872319725
TRAF4	yellow	0.590556584804099	96	0.262761218763943
CARHSP1	greenyellow	0.497170241650269	100	0.429149366280433
RSRP1	yellow	0.652666057761997	53	0.331199811954877
NUDT5	green	0.668579507380718	36	0.41955367029627
RBCK1	midnightblue	0.438851254266537	40	0.207495558104783
NOL7	blue	0.712353880720275	30	0.399992917225628
SYNCRIP	blue	0.576011847800387	143	0.612141559685151
MAP3K13	grey	NA	NA	NA
RASD1	turquoise	0.433342332861775	449	0.136682710124202
HEBP1	turquoise	0.346685794054755	649	0.309033257451165
C6orf15	grey	NA	NA	NA
LTBR	grey	NA	NA	NA
CHPT1	pink	0.527192372868939	107	0.115198743568649
PPP1R2	turquoise	0.465141120222732	391	0.0122465900307184
TMEM9	black	0.456890365633409	149	0.273680163213489
LMO4	salmon	0.606077467359199	30	0.517080944319967
MYADM	turquoise	0.631255949202996	144	0.214314622632802
DKK1	purple	0.359709001782129	142	-0.0584810824865959
WDR1	green	0.540292768475268	121	0.286352424748589
PRSS8	brown	0.474454573499193	227	0.422748799725947
NR4A2	yellow	0.751248363969902	18	0.373343744613843
NSA2	purple	0.493787745739195	103	0.14836913607169
BUD23	grey	NA	NA	NA
SEC11C	blue	0.399998627472984	454	0.453466836580243
FCGRT	turquoise	0.68028419153454	71	0.21395554967719
CCDC124	green	0.412734540614251	260	0.296260300709841
PTTG1IP	grey	NA	NA	NA
TMEM183A	salmon	0.45755413203818	83	0.0862631816686993
PON2	grey	NA	NA	NA
TGIF1	yellow	0.476505764863391	207	0.490384201617827
GSPT1	grey	NA	NA	NA
FAM3C	tan	-0.297804999737314	147	0.366763633704534
AHCY	purple	0.563816230005516	84	0.0706089579925117
SEC13	green	0.493716422481232	186	0.474342921835464
TSEN34	blue	0.571056248786145	151	0.356522211523636
SOCS3	yellow	0.381028984691082	285	0.566336126310548
CHCHD1	blue	0.378959046618389	497	0.300512300947914
NGRN	tan	0.799890208873797	5	0.105988350233755
SFN	tan	0.370014276779483	117	0.405721729483914
METTL9	blue	0.444874995982537	354	0.418016138307397
HSD17B10	blue	0.632519576079984	88	0.392651541383427
PAXX	brown	0.455949292502303	260	0.0787955814447884
IRF2BP2	yellow	0.489641505863528	193	0.482084337513271
SDCBP	red	0.351761604412203	226	0.216007789762908
HP1BP3	grey	NA	NA	NA
FSCN1	salmon	0.67436659974784	13	0.581002029563616
MAGOH	salmon	0.480404052484414	74	0.391725183048051
DAP3	green	0.311153172056828	294	0.215376365659121
ZNF428	tan	0.559156997215125	46	0.0279402316937007
MMADHC	blue	0.739239152042228	22	0.554850317794098
UQCC3	red	0.392828496599681	196	0.390724905211447
PRPF40A	blue	0.62644266287272	97	0.535989863764624
RAB4A	grey	NA	NA	NA
DPP7	turquoise	0.489786613692949	338	0.209135657037959
MRPS35	purple	0.450031550256183	118	-0.106707735613173
NIPSNAP2	magenta	0.525609919953565	83	-0.238102026473125
ILF3	grey	NA	NA	NA
STAU1	grey	NA	NA	NA
HNRNPAB	greenyellow	0.549796894025778	73	0.22711539135834
PPP1R1B	brown	0.440197470790537	294	-0.0980329040559921
INSIG1	grey	NA	NA	NA
CXCL2	grey	NA	NA	NA
GCSH	green	0.535861628666296	125	0.517535005887176
GFUS	grey	NA	NA	NA
TFAP2A	grey	NA	NA	NA
ARL1	black	0.63235870738597	38	0.445746884131899
DPM3	magenta	0.51351684969203	94	0.306477667814044
SRSF10	black	0.429925865941793	173	0.395411675287736
JUP	cyan	0.536297461690743	27	0.185098328070691
YIPF3	grey	NA	NA	NA
ERRFI1	yellow	0.381972040008453	283	0.516737327057965
GLO1	black	0.376072519897643	206	0.347015093780209
PMVK	grey	NA	NA	NA
PSMB4	grey	NA	NA	NA
ANXA11	tan	0.441858640971879	85	0.38390560126414
PSMD7	blue	0.77880282223131	10	0.629480139176914
TAF7	black	0.508992433264131	106	0.284902547304729
FAM174C	grey	NA	NA	NA
NANS	black	0.428563760417303	174	0.309707311026182
COL1A2	grey	NA	NA	NA
MLEC	blue	0.427457210816347	393	0.174747547264459
ANP32A	blue	0.486973969670074	281	0.2705453018249
GID8	turquoise	0.402861326660575	529	0.205489183339334
CIAO2A	red	0.50090386175773	129	0.413521606074305
PSENEN	pink	0.689198970061133	43	0.17201311719916
PTTG1	greenyellow	0.81407127415161	4	0.657129777863427
GOLGB1	yellow	0.594782715479574	91	0.321355694909505
PPT1	grey	NA	NA	NA
SDF4	tan	0.416958270415853	95	0.418281225320269
ERLEC1	black	0.56672649531968	63	0.36906549721814
TMED4	turquoise	0.431781395868862	452	0.25347688459785
PPP1CC	purple	0.295059575504189	170	0.032092947627554
DSC2	salmon	0.467294646868931	78	0.652925127063313
SSNA1	grey	NA	NA	NA
UBE2N	grey	NA	NA	NA
PTP4A2	turquoise	0.579431006358945	214	0.513366864292022
PPIG	black	0.602495067421673	45	0.515191817191124
COA4	purple	0.318631975541174	165	-0.0386457566767936
C1orf21	turquoise	0.350988650764196	639	0.490001679620053
PRKAR1A	turquoise	0.585312241272452	208	0.365721707850121
TM7SF2	cyan	0.739004517506916	3	0.210631017453543
HOOK2	yellow	0.517044978524398	161	0.223022991423651
RBMX	blue	0.487639094336428	280	-0.0681114698953415
RNH1	turquoise	0.321820954700529	701	0.283164923137313
COL6A2	grey	NA	NA	NA
GPBP1	turquoise	0.643390452975995	123	0.221288190415841
HILPDA	cyan	0.618438771268237	12	0.275984953472527
KHDRBS1	green	0.479268690586328	200	0.356096634852447
NDUFS3	blue	0.449105252355503	346	0.449833947659567
ASS1	tan	0.54999725161475	49	0.444145405355112
RAB11B	tan	0.450094004961579	81	0.156976441107749
ACTN4	grey	NA	NA	NA
ANTKMT	turquoise	0.607101377769155	171	0.480554165359877
PSMC3	blue	0.72087696185044	26	0.263122770369405
TMEM106C	red	0.401682590676357	192	0.418532764539703
CTSC	salmon	0.593669077978108	39	0.589425392586955
POLR2H	grey	NA	NA	NA
MRPL34	grey	NA	NA	NA
PPCS	blue	0.414458490777968	425	0.205556429459643
RBBP4	blue	0.528409166020154	213	0.198595728692456
NONO	grey	NA	NA	NA
BNIP3L	tan	0.493435741735759	68	0.333824661117408
XRN2	blue	0.37756222474436	500	0.35780082792535
RNF114	blue	0.403842123837449	447	0.244993270199139
HDDC2	blue	0.672072749276806	55	0.31407829957394
TMEM256	grey	NA	NA	NA
TIMM17B	grey	NA	NA	NA
EIF5B	blue	0.564652535818762	163	-0.0807647601896618
MRPS6	tan	0.439671033374829	87	0.389345160309974
TK1	greenyellow	0.746564235887793	18	0.634633514443768
MRPL12	pink	0.922905332594468	4	0.263991016555936
GJA1	turquoise	0.463581511265804	395	0.354626974127691
CNPY2	pink	0.831420184787567	14	0.162544180383418
VPS35	blue	0.35189345942977	540	0.418709780569125
B4GALT1	yellow	0.609065513098691	78	0.239935440642891
NDUFA10	blue	0.429641748622183	389	0.33462706704767
LMTK3	cyan	0.702335043247826	5	0.158446073803328
SLC38A1	turquoise	0.696099926328371	61	0.488701145187906
SLC38A2	yellow	0.681276564688234	43	0.417975519140446
PSMG2	purple	0.320548525857433	162	-0.0199240446740286
AKR7A2	tan	0.555948103753918	47	0.295318336608023
ERG28	red	0.486809790081241	141	0.407919269880283
MRPL37	green	0.792624189410543	4	0.535190506885994
RBM25	yellow	0.444823223052339	233	0.356806619173144
TC2N	brown	0.725878523590064	10	0.381643106845307
COL1A1	greenyellow	0.498454235338022	99	0.116309695899835
RAB5C	pink	0.689558774597128	42	0.321757044542708
SH3YL1	grey	NA	NA	NA
PDCD10	red	0.715175489558778	26	0.326782005570601
FIBP	green	0.462753889659114	222	0.286952613496871
TXN2	purple	0.456471651337372	117	0.118992207151001
CYSTM1	turquoise	0.401903769944944	531	0.112305798477102
SPG21	green	0.401459818727133	273	0.304173481793335
CMPK1	grey	NA	NA	NA
DAP	grey	NA	NA	NA
DDRGK1	turquoise	0.345040514785418	658	0.26895395006063
SPSB3	turquoise	0.525536489958426	281	0.25236919199467
FOXA1	brown	0.756962570791653	3	0.739282247774247
EBNA1BP2	green	0.584606980197608	88	0.386604074065055
ALCAM	brown	0.675863034093774	23	0.622071757355404
EWSR1	blue	0.53304676988006	204	0.362459799567285
TMC5	brown	0.675549931227796	25	0.52074854042277
THOC7	grey	NA	NA	NA
UAP1	yellow	0.416035672237694	263	0.133772785346888
POLE4	greenyellow	0.573361912147125	61	0.15501092702785
METTL5	green	0.525320191618098	140	0.422901065710027
TATDN1	purple	0.321603950422895	160	0.194588848057241
SHISA5	grey	NA	NA	NA
RAB1B	tan	0.493149257076339	69	0.0207910002417308
UBE2E3	green	0.589674972029133	79	0.581443067574912
CERS2	turquoise	0.685919529404007	66	0.349869974723946
EIF2A	salmon	0.354525155630926	118	0.425603191020707
PTS	pink	0.480406925628945	136	0.436761163761204
SYAP1	red	0.403667334810412	191	0.163973730252722
PDK4	turquoise	0.598720050007629	181	0.278425709200114
PAIP1	red	0.578583648173092	87	0.180232105761815
TRA2B	grey	NA	NA	NA
TMEM160	black	0.520721889572537	95	0.134984024055984
KMT2E	yellow	0.582592753560289	106	0.349109659135263
MYO6	magenta	0.593402157424774	54	0.0879918595945166
PSMD11	blue	0.631154048004302	90	0.377357773648229
TRIP6	purple	0.340269677937815	152	0.13901194727237
ANKRD37	yellow	0.575063952178826	111	0.252288780656325
PRXL2A	pink	0.568437444934507	89	0.353724742909041
ANAPC13	grey	NA	NA	NA
GLRX3	green	0.705435664577653	21	0.514108898923144
KPNB1	grey	NA	NA	NA
EMP3	grey	NA	NA	NA
EVL	turquoise	0.744669286117107	31	0.687682987029845
SERINC3	black	0.584576819278096	56	0.363631379962449
MCRIP2	purple	0.398420154830495	133	-0.0441326697820841
MRPL27	red	0.640395121123507	60	0.382961504219984
TFAP2B	brown	0.544827376134126	131	0.434727013370017
KRT16	lightcyan	0.453688794863848	16	0.595908076373043
SLC50A1	grey	NA	NA	NA
MANF	red	0.548693605295683	100	0.383969053947404
CORO1B	grey	NA	NA	NA
GLUD1	turquoise	0.541853515250373	250	0.312668928757091
PCMT1	black	0.688327489373908	15	0.504728444068992
CHCHD5	magenta	0.686590923037528	20	0.643022616991164
TAGLN	grey	NA	NA	NA
PNRC2	turquoise	0.408080944016004	518	0.241463120427767
COMMD7	blue	0.527107108516931	216	0.347016133763571
BCAP29	grey	NA	NA	NA
KRTCAP3	grey	NA	NA	NA
LUC7L3	turquoise	0.491448498255895	334	0.0374223127715975
ARID4B	yellow	0.595411564496727	90	0.333760779412114
ACADVL	black	0.364695587790278	212	0.291221412565517
CRTAP	tan	0.576017407545835	40	0.133913650664121
SEC22B	grey	NA	NA	NA
AGTRAP	grey	NA	NA	NA
HES4	grey	NA	NA	NA
MRPL4	grey	NA	NA	NA
POLR2G	blue	0.64115860666139	82	0.326647236648636
TP53TG1	turquoise	0.592863590024288	193	0.513399540355554
BCLAF1	grey	NA	NA	NA
PEA15	grey	NA	NA	NA
CTNNBIP1	green	0.498369623150172	177	0.570652495881004
U2SURP	blue	0.550067770185101	178	0.310141271080684
MS4A7	brown	0.426454259308092	319	0.345421424835327
SEMA3C	turquoise	0.594295504475999	192	0.486902155473415
SOX9	yellow	0.457309923165338	223	0.318506754821622
HADHA	green	0.494580371579139	181	0.148661683038128
PLPP5	turquoise	0.63412188839786	141	0.379112238198653
EHF	grey	NA	NA	NA
DDX3X	yellow	0.588718368764893	99	0.549708276558525
ELP2	turquoise	0.647243786128012	117	0.384464402606346
GET3	blue	0.350226533932	545	0.362533447711005
SF3B4	blue	0.491179804162887	274	0.313719071512671
ISOC2	grey	NA	NA	NA
EPRS1	blue	0.564214675251311	164	0.429567470295727
EIF4A1	pink	0.598514351521947	78	0.354577064919037
PRKDC	grey	NA	NA	NA
IER3IP1	pink	0.7563825953538	27	0.51631086412486
SMARCB1	green	0.610599299147599	67	0.544708779674266
RTL8A	blue	0.323503449591443	576	0.338512427553885
FLYWCH2	brown	0.51228086275768	174	0.220726798196551
CLEC3A	turquoise	0.322687292815071	697	0.227915539126385
CTNNA1	black	0.520641451078314	96	0.414952180268482
DCTN3	red	0.565885088102373	92	0.427405294620739
EIF4G1	grey	NA	NA	NA
MMP24OS	grey	NA	NA	NA
EMC3	black	0.694978717856326	14	0.430979048166713
SMIM19	magenta	0.47622086336053	115	0.259614590039642
CSRP2	salmon	0.622206082852544	25	0.540778989563468
ACADM	pink	0.515482297928383	112	0.245073515369693
HINT2	magenta	0.526943220084653	82	0.280466377748802
LSM1	red	0.615440070459266	70	0.365031376333763
SDHD	pink	0.804122990239272	24	0.480423708562871
SRARP	turquoise	0.660240521297696	100	0.521698794964644
PCNA	blue	0.488448407346078	279	0.586170764564417
ERGIC2	blue	0.557103439225999	172	0.454258204028765
MTPN	grey	NA	NA	NA
UBE2L6	midnightblue	0.686840085817105	12	0.422444105473363
DHRS7	black	0.626778862566199	40	0.471982926058766
RAB6A	grey	NA	NA	NA
ATXN10	blue	0.556659846869233	173	0.474697365603326
PTRHD1	grey	NA	NA	NA
MRPL21	blue	0.459665508124905	322	0.177023965308386
PFDN4	blue	0.51246982819857	240	0.210548596019181
DDX24	grey	NA	NA	NA
PIN1	blue	0.503636110875807	256	0.0231189848552265
RTL8C	grey	NA	NA	NA
CREB3L4	brown	0.595121565257384	74	0.418240404533064
REEP6	brown	0.611602048591772	60	0.523303922300397
RTF2	blue	0.35698416663358	533	0.264683545504225
NASP	green	0.617106656968148	61	0.569215519136106
NDUFB8	pink	0.936241674653201	2	0.313263834416267
PAK2	grey	NA	NA	NA
IFT25	red	0.658365675750437	48	0.481146324934018
RBM47	turquoise	0.70420014732089	60	0.641966980597828
ARMC10	salmon	0.548681559515721	56	0.183868213012898
LRRFIP2	yellow	0.608614024803214	79	0.213016968603117
RAD23B	pink	0.415206215299389	172	0.564338014102648
TMEM208	red	0.424070574789301	180	0.401798452835498
KIF22	magenta	0.690131718749	19	0.602192081525661
ZKSCAN1	brown	0.611724478913683	59	0.640052787006684
PRPF6	grey	NA	NA	NA
BAX	blue	0.489396902174709	277	0.25153155247861
NBDY	turquoise	0.305897215777146	731	0.193422385384173
POLD4	tan	0.621349736216876	28	-0.307171084998317
THRAP3	grey	NA	NA	NA
IDI1	blue	0.351106123494706	543	0.44357708211055
ACTN1	grey	NA	NA	NA
ALDH9A1	grey	NA	NA	NA
POP7	greenyellow	0.425393606378269	137	0.113198607768308
ATRX	yellow	0.44393580861256	235	0.304307404469408
TMEM87A	magenta	0.301908368730985	174	0.0792496413897345
SRP72	grey	NA	NA	NA
SNRNP70	blue	0.384719765721094	488	0.112144600618185
FAM136A	blue	0.531049589477183	208	0.371476543565793
RPL26L1	red	0.651949207168893	53	0.370859968748465
OTUB1	blue	0.394603791347063	468	0.0383437851000708
UFM1	red	0.491205900623988	136	-0.115669711648295
COA6	grey	NA	NA	NA
MRPL11	green	0.532797631469424	129	0.332960376384872
COMTD1	cyan	0.727351569131821	4	0.362526564597253
TBC1D9	turquoise	0.83980233715669	5	0.795893547618682
RBBP7	blue	0.47683114578918	292	0.550259556466402
NOSIP	grey	NA	NA	NA
DNAJB4	yellow	0.533956195495939	147	0.474317168195629
ARF6	pink	0.509997455805934	116	0.402889394009697
ERGIC1	turquoise	0.553603857700553	236	0.4629498502363
NIT2	blue	0.401558608299464	450	0.509321116876373
FABP7	greenyellow	0.470775485445583	113	0.155927330173151
DCUN1D5	green	0.630315068878027	54	0.568783720981435
COPS5	blue	0.322538063544341	578	0.419533582457361
ESD	grey	NA	NA	NA
LSM14A	grey	NA	NA	NA
COPB2	grey	NA	NA	NA
NDUFA8	blue	0.560337800763055	167	0.4783643505755
TAPBP	midnightblue	0.64225316156676	19	0.488561604720847
GPR160	brown	0.591097154616108	79	0.537070360145118
DDX18	blue	0.622097128010373	103	0.30539899652311
DHCR24	brown	0.553864481196144	116	0.362051274815132
FAM133B	black	0.581394525478557	57	0.0899901116812871
MAF1	grey	NA	NA	NA
PSMC4	blue	0.559035584476995	169	0.611966830261794
SRSF1	turquoise	0.544475096178625	245	0.072483418919815
PNN	grey	NA	NA	NA
ZFAND6	magenta	0.50455978018818	100	0.0721687104372942
DNAJB11	red	0.517475335879021	118	0.306876192719549
TCEAL3	turquoise	0.673306027712077	82	0.591017815563776
OPTN	salmon	0.667552087876187	15	0.490616414476221
KXD1	green	0.684080649701433	32	0.279577683207494
NFIA	brown	0.748131867764644	5	0.659939505355461
IMP3	green	0.39293561452714	275	0.324785039340929
SPINT1-AS1	magenta	0.342564209066663	167	0.383928022373081
CWC15	blue	0.492688284171512	272	0.27042588041709
DDX46	grey	NA	NA	NA
ACTR2	pink	0.384036660760657	186	0.284431011122871
SNX6	blue	0.4248612561423	398	0.308298461658621
FUNDC2	blue	0.312867636254614	590	0.312778752283277
EMC6	grey	NA	NA	NA
PSMA1	pink	0.828069280346755	16	0.494609379746402
MCTS1	grey	NA	NA	NA
MFSD10	grey	NA	NA	NA
KRT6A	lightcyan	0.159503897779107	31	0.232812063487103
FLNB	brown	0.586964862628778	80	0.513119184837022
ZCRB1	grey	NA	NA	NA
LY6D	lightcyan	0.420381665824088	21	0.378693903811992
REEP3	grey	NA	NA	NA
DNAJC3	grey	NA	NA	NA
HNRNPH3	blue	0.457390366046259	326	0.368704415366343
TAP1	midnightblue	0.667219073999598	16	0.649469963356042
YPEL5	magenta	0.574786522981364	58	-0.0820028984494542
BACE2	grey	NA	NA	NA
AMD1	grey	NA	NA	NA
ABHD11	turquoise	0.351948346934816	637	0.345031763533232
GSTO1	grey	NA	NA	NA
CTNNB1	red	0.375584992753121	207	-0.289015990087982
TCEA3	brown	0.482646467932403	219	0.152337972512215
TRAPPC6A	magenta	0.395988983274714	158	0.319342632197693
SSRP1	green	0.709974937396593	17	0.403214874243288
NUCB1	grey	NA	NA	NA
YTHDF2	blue	0.600525115148991	116	0.49229959097923
KCNK6	turquoise	0.704322984776845	59	0.588047756836453
DYNC1H1	grey	NA	NA	NA
ARL5A	red	0.391463513660417	197	0.250616518390669
ITGB1BP1	greenyellow	0.574126640449827	60	0.254920124632804
ALG3	blue	0.475449308737293	294	0.442664450547521
EIF1B	grey	NA	NA	NA
JAK1	grey	NA	NA	NA
VKORC1	pink	0.805556773287948	23	0.175084273769747
PARD6B	turquoise	0.779106595618163	16	0.675607950607363
ACTA2	blue	0.525193747054085	219	0.149810549686159
NDUFS4	pink	0.465279639691702	142	0.0537215077304559
LSR	black	0.485494297509143	120	0.523547629097044
ISG20	grey	NA	NA	NA
WBP11	blue	0.526079780454668	217	0.211010431999747
ALDH2	cyan	0.526151619939828	29	0.290365330862081
PSMG3	greenyellow	0.450900788054415	121	0.279012988500185
DTYMK	greenyellow	0.812826677624459	5	0.428005427555862
GNPTG	brown	0.647914860804408	40	0.303388874873225
EIF2AK1	grey	NA	NA	NA
CCNC	blue	0.508286010307887	246	0.503431457916679
SUCLG1	blue	0.580106355745769	138	0.46568738367207
ETFB	pink	0.655267570409086	56	0.2676960324153
FKBP3	blue	0.439002942646673	363	0.462707433972281
RALA	grey	NA	NA	NA
PMAIP1	turquoise	0.304646588216393	733	0.0708791253978085
GTPBP4	blue	0.595117868781966	123	0.298448296864012
PPIC	red	0.382571784998403	205	0.423219133283794
CLTC	turquoise	0.535151601178691	263	0.308610536013766
MFF	tan	0.413735457891762	96	0.25504579598113
MRPL42	red	0.653982160083556	52	0.261409310984019
RSRC2	yellow	0.500533430712816	178	0.21338428622744
TAF9	red	0.335925004138491	236	0.394142051928259
SNRPA1	blue	0.585204581247256	133	0.564884937824521
SDHB	blue	0.678740312933735	48	0.407066700603971
IMPDH1	green	0.473471458052315	210	0.169508584450163
HLA-DRB5	midnightblue	0.59692543626584	23	0.365550582351329
PDLIM3	cyan	0.581515003213246	20	0.357704141873912
SLTM	grey	NA	NA	NA
CTTN	pink	0.378409285481653	194	0.192201322861792
PLD3	black	0.436294559079212	167	0.312707988210829
CENPF	greenyellow	0.865669399120115	2	0.571105307701892
MRPL9	green	0.370668925473018	286	0.301323310993196
SLC25A1	tan	0.595766531025055	33	0.23030822005788
MRPL17	blue	0.373766111876295	511	0.260018327165142
PTPRF	brown	0.55877299835695	107	0.316469370535751
DNAJC8	blue	0.720061116035413	27	0.453123785560051
CDC42SE1	grey	NA	NA	NA
ANAPC5	green	0.510237183002934	156	0.185203023388327
TIMMDC1	blue	0.502426131593057	259	0.493633582515035
PSMF1	grey	NA	NA	NA
