cohort	contrast	direction	pathway	universe_n	selected_n	term_n	overlap_n	p_value	genes	q_contrast	q_joint4
Pal2021_reprocessed	high_vs_zero	up	Arginine and proline metabolism	13204	1491	35	7	0.09279428944	ALDH2;ALDH4A1;ALDH9A1;AOC1;CKB;MAOB;SMS	0.4188542326	0.448667
Pal2021_reprocessed	high_vs_zero	up	Arrhythmogenic right ventricular cardiomyopathy	13204	1491	40	8	0.07524580476	ACTG1;ATP2A2;ATP2A3;CACNA1D;CACNB4;CTNNA1;DSP;JUP	0.3801893293	0.4082571824
Pal2021_reprocessed	high_vs_zero	up	Autoimmune thyroid disease	13204	1491	18	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	Autophagy	13204	1491	127	21	0.04675356255	ATG5;BECN1;BNIP3;CTSD;DDIT4;DEPTOR;HIF1A;HRAS;ITPR1;LAMP1;MAPK1;MAPK3;NRAS;PDPK1;PPP2CA;RAB7A;RB1CC1;RHEB;RPS6KB1;SUPT20H;WIPI1	0.3095408279	0.3337485081
Pal2021_reprocessed	high_vs_zero	up	Axon guidance	13204	1491	134	22	0.04557893482	BMP7;EFNB2;ENAH;GNAI1;GNAI3;GSK3B;HRAS;MAPK1;MAPK3;NRAS;PAK4;PDPK1;PTK2;PTPN11;RHOD;ROCK1;ROCK2;SEMA3B;SEMA3C;SEMA4C;SRGAP1;SSH2	0.3068617737	0.3294178467
Pal2021_reprocessed	high_vs_zero	up	B cell receptor signaling pathway	13204	1491	55	8	0.2781101531	CD81;GRB2;GSK3B;HRAS;MAPK1;MAPK3;NRAS;VAV3	0.6658105169	0.7109995267
Pal2021_reprocessed	high_vs_zero	up	Bacterial invasion of epithelial cells	13204	1491	70	15	0.01032633099	ACTG1;ACTR2;ACTR3;ARHGAP10;CDH1;CLTC;CLTCL1;CRK;CTNNA1;PTK2;SEPTIN11;SEPTIN2;SEPTIN8;SEPTIN9;WASL	0.1239159719	0.1426017137
Pal2021_reprocessed	high_vs_zero	up	Basal cell carcinoma	13204	1491	40	2	0.9497440463	APC;GSK3B	1	1
Pal2021_reprocessed	high_vs_zero	up	Basal transcription factors	13204	1491	39	5	0.4542128768	GTF2E1;GTF2H3;GTF2I;TAF2;TAF4	0.8305606889	0.8546422336
Pal2021_reprocessed	high_vs_zero	up	Base excision repair	13204	1491	32	1	0.9784858653	MBD4	1	1
Pal2021_reprocessed	high_vs_zero	up	Bile secretion	13204	1491	33	3	0.7365533657	HMGCR;RXRA;UGT2B11	1	0.9936752373
Pal2021_reprocessed	high_vs_zero	up	Biosynthesis of unsaturated fatty acids	13204	1491	24	4	0.2838027984	ACOX3;ELOVL2;ELOVL5;HACD3	0.6672261708	0.714136452
Pal2021_reprocessed	high_vs_zero	up	Bladder cancer	13204	1491	39	8	0.06647442454	CDH1;ERBB2;FGFR3;HRAS;MAPK1;MAPK3;MDM2;NRAS	0.3578436312	0.3826815507
Pal2021_reprocessed	high_vs_zero	up	Breast cancer	13204	1491	102	12	0.4861414772	APC;CSNK1A1;ERBB2;ESR1;GRB2;GSK3B;HRAS;MAPK1;MAPK3;NCOA3;NRAS;RPS6KB1	0.8632738398	0.8799118331
Pal2021_reprocessed	high_vs_zero	up	Butanoate metabolism	13204	1491	20	1	0.9091225326	ACADS	1	1
Pal2021_reprocessed	high_vs_zero	up	C-type lectin receptor signaling pathway	13204	1491	82	10	0.448748939	CALM1;HRAS;ITPR1;MAPK1;MAPK13;MAPK3;MDM2;NRAS;PTPN11;STAT1	0.825812744	0.8508688736
Pal2021_reprocessed	high_vs_zero	up	Calcium signaling pathway	13204	1491	114	22	0.008123818221	ASPH;ATP2A2;ATP2A3;ATP2B1;CACNA1D;CALM1;CAMK1D;ERBB2;ERBB4;FGFR3;FGFR4;GNAQ;ITPR1;P2RX4;PHKB;PHKG2;PLCB1;PPIF;PTGER3;SLC25A4;VDAC1;VDAC3	0.1063481658	0.1248162799
Pal2021_reprocessed	high_vs_zero	up	Carbohydrate digestion and absorption	13204	1491	22	4	0.2318581558	CACNA1D;G6PC3;HK2;PLCB1	0.6211641755	0.6578370591
Pal2021_reprocessed	high_vs_zero	up	Cardiac muscle contraction	13204	1491	42	7	0.1901097866	ASPH;ATP2A2;ATP2A3;CACNA1D;CACNB4;TPM3;UQCRC2	0.5502675231	0.5991807106
Pal2021_reprocessed	high_vs_zero	up	Cell adhesion molecules	13204	1491	71	10	0.2774528968	ALCAM;CDH1;CLDN3;CLDN7;CLDN9;NECTIN2;OCLN;SDC1;SDC2;VTCN1	0.6658105169	0.7109995267
Pal2021_reprocessed	high_vs_zero	up	Cell cycle	13204	1491	120	19	0.08029956558	ANAPC13;ANAPC7;BUB3;CDC16;CDKN1B;GSK3B;HDAC2;MCM4;MDM2;ORC4;PRKDC;RAD21;SMC1A;TFDP1;YWHAB;YWHAG;YWHAH;YWHAQ;YWHAZ	0.3886768889	0.4167673202
Pal2021_reprocessed	high_vs_zero	up	Cellular senescence	13204	1491	140	23	0.04139079111	CACNA1D;CALM1;CAPN2;EIF4EBP1;FOXO3;HIPK2;HRAS;ITPR1;MAPK1;MAPK13;MAPK3;MDM2;MYBL2;NBN;NRAS;PPP1CC;RHEB;SLC25A4;TGFBR1;VDAC1;VDAC3;ZFP36L1;ZFP36L2	0.2872421167	0.3105232421
Pal2021_reprocessed	high_vs_zero	up	Central carbon metabolism in cancer	13204	1491	54	12	0.01556629434	ERBB2;FGFR3;HIF1A;HK2;HRAS;IDH1;LDHA;MAPK1;MAPK3;NRAS;PKM;SLC16A3	0.1427259484	0.1775328893
Pal2021_reprocessed	high_vs_zero	up	Chagas disease	13204	1491	76	11	0.2353336637	GNAI1;GNAI3;GNAQ;MAPK1;MAPK13;MAPK3;PLCB1;PPP2CA;PPP2R1A;PPP2R2C;TGFBR1	0.6228067885	0.6637557215
Pal2021_reprocessed	high_vs_zero	up	Chemical carcinogenesis	13204	1491	138	27	0.002972568326	AR;CACNA1D;CREB1;CREB3L1;EIF4EBP1;ESR1;GNAI1;GNAI3;GRB2;GSTA4;GSTM3;GSTM4;HRAS;HSP90AA1;HSP90B1;KPNA2;KPNA3;KPNA4;KPNB1;MAPK1;MAPK3;NAT1;NRAS;PTGES3;RPS6KB1;RXRA;UGT2B11	0.06341479095	0.06966018703
Pal2021_reprocessed	high_vs_zero	up	Chemokine signaling pathway	13204	1491	119	21	0.02496053261	CRK;CXCL13;FOXO3;GNAI1;GNAI3;GNAQ;GNB1;GNB4;GRB2;GSK3B;HRAS;MAPK1;MAPK3;NRAS;PLCB1;PTK2;RAP1B;ROCK1;ROCK2;STAT1;VAV3	0.1983277119	0.2284422373
Pal2021_reprocessed	high_vs_zero	up	Cholesterol metabolism	13204	1491	31	7	0.05363370422	APOA1;SORT1;STARD3;VAPA;VAPB;VDAC1;VDAC3	0.3199314263	0.3505075881
Pal2021_reprocessed	high_vs_zero	up	Choline metabolism in cancer	13204	1491	74	16	0.007539714248	CHPT1;DGKH;DGKQ;DGKZ;EIF4EBP1;GRB2;HIF1A;HRAS;MAPK1;MAPK3;NRAS;PDPK1;RHEB;RPS6KB1;SLC44A1;SLC44A2	0.1034017954	0.1198091579
Pal2021_reprocessed	high_vs_zero	up	Cholinergic synapse	13204	1491	65	14	0.01239972922	CACNA1D;CREB1;CREB3L1;GNAI1;GNAI3;GNAQ;GNB1;GNB4;HRAS;ITPR1;MAPK1;MAPK3;NRAS;PLCB1	0.1347593213	0.1580939571
Pal2021_reprocessed	high_vs_zero	up	Chronic myeloid leukemia	13204	1491	73	12	0.1164831338	CDKN1B;CRK;CTBP2;GRB2;HDAC2;HRAS;MAPK1;MAPK3;MDM2;NRAS;PTPN11;TGFBR1	0.468264146	0.4920166751
Pal2021_reprocessed	high_vs_zero	up	Circadian entrainment	13204	1491	57	13	0.009702356143	CACNA1D;CALM1;CREB1;GNAI1;GNAI3;GNAQ;GNB1;GNB4;ITPR1;MAPK1;MAPK3;NOS1AP;PLCB1	0.118905471	0.1364210076
Pal2021_reprocessed	high_vs_zero	up	Circadian rhythm	13204	1491	28	3	0.6270821431	CLOCK;CREB1;FBXL3	0.9705719685	0.9449881152
Pal2021_reprocessed	high_vs_zero	up	Citrate cycle (TCA cycle)	13204	1491	27	4	0.3641070701	DLD;IDH1;SUCLA2;SUCLG2	0.7645453343	0.7908810537
Pal2021_reprocessed	high_vs_zero	up	Cocaine addiction	13204	1491	29	6	0.1012980409	CREB1;CREB3L1;GNAI1;GNAI3;MAOB;TH	0.4354303848	0.4627091901
Pal2021_reprocessed	high_vs_zero	up	Collecting duct acid secretion	13204	1491	20	4	0.1826480635	ATP6V0E2;ATP6V1A;ATP6V1C1;ATP6V1G1	0.5458092167	0.5925849988
Pal2021_reprocessed	high_vs_zero	up	Colorectal cancer	13204	1491	82	12	0.2112090455	APC;AREG;CASP3;EREG;GRB2;GSK3B;HRAS;MAPK1;MAPK3;NRAS;RPS6KB1;TGFBR1	0.5793162392	0.6226238699
Pal2021_reprocessed	high_vs_zero	up	Complement and coagulation cascades	13204	1491	30	1	0.9726438703	CD46	1	1
Pal2021_reprocessed	high_vs_zero	up	Coronavirus disease	13204	1491	168	8	0.9991026575	EIF2AK2;JAK1;MAPK1;MAPK13;MAPK3;RPL19;STAT1;TAB2	1	1
Pal2021_reprocessed	high_vs_zero	up	Cortisol synthesis and secretion	13204	1491	42	7	0.1901097866	CACNA1D;CREB1;CREB3L1;GNAQ;ITPR1;PBX1;PLCB1	0.5502675231	0.5991807106
Pal2021_reprocessed	high_vs_zero	up	Cushing syndrome	13204	1491	110	16	0.174113419	APC;ASH2L;CACNA1D;CDKN1B;CREB1;CREB3L1;GNAI1;GNAI3;GNAQ;GSK3B;ITPR1;MAPK1;MAPK3;PBX1;PLCB1;RAP1B	0.5337823617	0.582409029
Pal2021_reprocessed	high_vs_zero	up	Cysteine and methionine metabolism	13204	1491	36	7	0.1045495109	AHCYL1;ENOPH1;KYAT3;LDHA;MAT2A;SMS;TAT	0.4427979285	0.4672824677
Pal2021_reprocessed	high_vs_zero	up	Cytokine-cytokine receptor interaction	13204	1491	102	8	0.9020283133	BMP7;CSF3R;CXCL13;IL20;IL20RA;INHBB;PRLR;TGFBR1	1	1
Pal2021_reprocessed	high_vs_zero	up	Cytosolic DNA-sensing pathway	13204	1491	41	3	0.8569792141	POLR3E;POLR3F;POLR3K	1	1
Pal2021_reprocessed	high_vs_zero	up	DNA replication	13204	1491	35	1	0.9849963764	MCM4	1	1
Pal2021_reprocessed	high_vs_zero	up	Diabetic cardiomyopathy	13204	1491	163	17	0.673532442	ATP2A2;ATP2A3;CTSD;CYBA;GSK3B;MAPK13;MPC2;NDUFA5;NDUFS1;PLCB1;PPIF;PPP1CC;SLC25A4;TGFBR1;UQCRC2;VDAC1;VDAC3	1	0.9655822402
Pal2021_reprocessed	high_vs_zero	up	Dilated cardiomyopathy	13204	1491	47	6	0.4409520654	ACTG1;ATP2A2;ATP2A3;CACNA1D;CACNB4;TPM3	0.8173240061	0.8446577585
Pal2021_reprocessed	high_vs_zero	up	Dopaminergic synapse	13204	1491	90	22	0.0003342435935	CACNA1D;CALM1;CLOCK;CREB1;CREB3L1;GNAI1;GNAI3;GNAQ;GNB1;GNB4;GSK3B;ITPR1;MAOB;MAPK13;PLCB1;PPP1CC;PPP2CA;PPP2R1A;PPP2R2C;PPP2R5A;PPP2R5E;TH	0.01925243098	0.01615510702
Pal2021_reprocessed	high_vs_zero	up	Drug metabolism	13204	1491	52	12	0.01155945933	ALDH3B2;GSTA4;GSTM3;GSTM4;GUSB;IMPDH1;MAOB;NAT1;RRM2;RRM2B;TPMT;UGT2B11	0.1305538936	0.1515138172
Pal2021_reprocessed	high_vs_zero	up	ECM-receptor interaction	13204	1491	48	1	0.9968560816	SDC1	1	1
Pal2021_reprocessed	high_vs_zero	up	Endocrine and other factor-regulated calcium reabsorption	13204	1491	32	6	0.145560276	ATP2B1;CLTC;CLTCL1;ESR1;GNAQ;PLCB1	0.5192478187	0.5491054313
Pal2021_reprocessed	high_vs_zero	up	Endocytosis	13204	1491	223	39	0.003571296855	ACTR2;ACTR3;ARFGEF1;CAPZB;CLTC;CLTCL1;EPN2;FGFR3;FGFR4;GIT1;HRAS;HSPA6;HSPA8;MDM2;PSD3;RAB11FIP1;RAB11FIP4;RAB22A;RAB4A;RAB5A;RAB7A;SH3GLB2;SNX2;SNX3;SNX4;SNX5;SNX6;SPG21;TGFBR1;VPS26A;VPS29;VPS35;VPS36;VTA1;WASHC4;WASHC5;WASL;WWP1;ZFYVE16	0.07346667815	0.07886960732
Pal2021_reprocessed	high_vs_zero	up	Endometrial cancer	13204	1491	53	12	0.01344948721	APC;CDH1;CTNNA1;ERBB2;FOXO3;GRB2;GSK3B;HRAS;MAPK1;MAPK3;NRAS;PDPK1	0.1376132686	0.1650942345
Pal2021_reprocessed	high_vs_zero	up	Epithelial cell signaling in Helicobacter pylori infection	13204	1491	61	9	0.2471247001	ATP6V0E2;ATP6V1A;ATP6V1C1;ATP6V1G1;ATP6V1H;CASP3;GIT1;MAPK13;PTPN11	0.6383131267	0.6801059362
Pal2021_reprocessed	high_vs_zero	up	Epstein-Barr virus infection	13204	1491	167	21	0.3336735086	ADRM1;BID;CASP3;CDKN1B;EIF2AK2;HDAC2;JAK1;MAPK13;MDM2;PSMC2;PSMC6;PSMD1;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD7;STAT1;TAB2;USP7	0.7385400207	0.7677743938
Pal2021_reprocessed	high_vs_zero	up	ErbB signaling pathway	13204	1491	73	16	0.006581698285	AREG;CDKN1B;CRK;EIF4EBP1;ERBB2;ERBB4;EREG;GRB2;GSK3B;HRAS;MAPK1;MAPK3;NRAS;PAK4;PTK2;RPS6KB1	0.09720662082	0.1122760296
Pal2021_reprocessed	high_vs_zero	up	Estrogen signaling pathway	13204	1491	98	23	0.0004643899706	CALM1;CREB1;CREB3L1;CTSD;ESR1;GNAI1;GNAI3;GNAQ;GRB2;HRAS;HSP90AA1;HSP90B1;HSPA6;HSPA8;ITPR1;KRT18;MAPK1;MAPK3;NCOA2;NCOA3;NRAS;PLCB1;TFF1	0.02229071859	0.02032801381
Pal2021_reprocessed	high_vs_zero	up	Ether lipid metabolism	13204	1491	28	4	0.3909462675	CHPT1;GDPD3;LPCAT1;PLA2G12A	0.7798427958	0.8057810983
Pal2021_reprocessed	high_vs_zero	up	Fanconi anemia pathway	13204	1491	48	1	0.9968560816	ERCC4	1	1
Pal2021_reprocessed	high_vs_zero	up	Fat digestion and absorption	13204	1491	19	5	0.05503450956	AGPAT2;APOA1;DGAT1;PLA2G12A;SLC27A4	0.3199314263	0.3530445724
Pal2021_reprocessed	high_vs_zero	up	Fatty acid degradation	13204	1491	31	9	0.005828364421	ACADS;ACADSB;ACOX3;ACSL3;ALDH2;ALDH9A1;ECI1;ECI2;HADHB	0.0939927715	0.1060177119
Pal2021_reprocessed	high_vs_zero	up	Fatty acid elongation	13204	1491	24	4	0.2838027984	ELOVL2;ELOVL5;HACD3;HADHB	0.6672261708	0.714136452
Pal2021_reprocessed	high_vs_zero	up	Fc epsilon RI signaling pathway	13204	1491	49	8	0.182883991	GRB2;HRAS;MAPK1;MAPK13;MAPK3;NRAS;PDPK1;VAV3	0.5458092167	0.5925849988
Pal2021_reprocessed	high_vs_zero	up	Fc gamma R-mediated phagocytosis	13204	1491	78	9	0.5255933301	ACTR2;ACTR3;CRK;MAPK1;MAPK3;MARCKS;MARCKSL1;RPS6KB1;VAV3	0.890559769	0.8960853255
Pal2021_reprocessed	high_vs_zero	up	Ferroptosis	13204	1491	35	6	0.1970397517	ACSL3;ATG5;NCOA4;PCBP2;SLC40A1;VDAC3	0.5646512286	0.6086980344
Pal2021_reprocessed	high_vs_zero	up	Fluid shear stress and atherosclerosis	13204	1491	114	13	0.529088235	ACTG1;ASS1;CALM1;CYBA;GSTA4;GSTM3;GSTM4;HSP90AA1;HSP90B1;MAPK13;PTK2;SDC1;SDC2	0.8910959747	0.8974999142
Pal2021_reprocessed	high_vs_zero	up	Focal adhesion	13204	1491	146	19	0.2900661933	ACTG1;CAPN2;CRK;DIAPH1;ERBB2;GRB2;GSK3B;HRAS;MAPK1;MAPK3;PAK4;PDPK1;PPP1CC;PPP1R12C;PTK2;RAP1B;ROCK1;ROCK2;VAV3	0.6740946209	0.7224738485
Pal2021_reprocessed	high_vs_zero	up	Folate biosynthesis	13204	1491	19	3	0.3647597963	GGH;SPR;TH	0.7645453343	0.7908810537
Pal2021_reprocessed	high_vs_zero	up	FoxO signaling pathway	13204	1491	108	17	0.09813457616	BNIP3;CCNG2;CDKN1B;FOXO3;G6PC3;GRB2;HRAS;MAPK1;MAPK13;MAPK3;MDM2;NLK;NRAS;PDPK1;SGK3;TGFBR1;USP7	0.4256790218	0.4550886788
Pal2021_reprocessed	high_vs_zero	up	Fructose and mannose metabolism	13204	1491	27	4	0.3641070701	FBP1;HK2;SORD;TKFC	0.7645453343	0.7908810537
Pal2021_reprocessed	high_vs_zero	up	GABAergic synapse	13204	1491	44	8	0.1169160117	CACNA1D;GLUL;GNAI1;GNAI3;GNB1;GNB4;SLC38A1;TRAK2	0.468264146	0.4920166751
Pal2021_reprocessed	high_vs_zero	up	Galactose metabolism	13204	1491	20	2	0.6773826594	G6PC3;HK2	1	0.9662784001
Pal2021_reprocessed	high_vs_zero	up	Gap junction	13204	1491	64	14	0.01082214908	GNAI1;GNAI3;GNAQ;GRB2;HRAS;ITPR1;MAP3K2;MAPK1;MAPK3;NRAS;PLCB1;TUBA3D;TUBB;TUBB4B	0.1272154668	0.1485644134
Pal2021_reprocessed	high_vs_zero	up	Gastric acid secretion	13204	1491	44	8	0.1169160117	ACTG1;CALM1;EZR;GNAI1;GNAI3;GNAQ;ITPR1;PLCB1	0.468264146	0.4920166751
Pal2021_reprocessed	high_vs_zero	up	Gastric cancer	13204	1491	100	16	0.09505147225	APC;CDH1;CDKN1B;CSNK1A1;CTNNA1;ERBB2;GRB2;GSK3B;HRAS;JUP;MAPK1;MAPK3;NRAS;RPS6KB1;RXRA;TGFBR1	0.4188542326	0.4517543609
Pal2021_reprocessed	high_vs_zero	up	Glioma	13204	1491	63	8	0.4191368217	CALM1;CAMK1D;GRB2;HRAS;MAPK1;MAPK3;MDM2;NRAS	0.8051505575	0.8247703062
Pal2021_reprocessed	high_vs_zero	up	Glucagon signaling pathway	13204	1491	77	13	0.08958567873	CALM1;CREB1;CREB3L1;FBP1;G6PC3;GNAQ;ITPR1;LDHA;PHKB;PHKG2;PKM;PLCB1;PPP4C	0.416139927	0.440336387
Pal2021_reprocessed	high_vs_zero	up	Glutamatergic synapse	13204	1491	60	12	0.03389316104	CACNA1D;GLUL;GNAI1;GNAI3;GNAQ;GNB1;GNB4;ITPR1;MAPK1;MAPK3;PLCB1;SLC38A1	0.2440307595	0.2739795596
Pal2021_reprocessed	high_vs_zero	up	Glutathione metabolism	13204	1491	41	8	0.08468002779	GSTA4;GSTM3;GSTM4;IDH1;RRM2;RRM2B;SMS;TXNDC12	0.4014741916	0.4314468671
Pal2021_reprocessed	high_vs_zero	up	Glycerolipid metabolism	13204	1491	42	11	0.00571269977	AGPAT2;ALDH2;ALDH9A1;DGAT1;DGKH;DGKQ;DGKZ;LPIN2;MBOAT2;MGLL;TKFC	0.0939927715	0.105186218
Pal2021_reprocessed	high_vs_zero	up	Glycerophospholipid metabolism	13204	1491	64	12	0.05249504258	AGPAT2;CDS1;CHPT1;DGKH;DGKQ;DGKZ;ETNK2;GPD1L;LPCAT1;LPIN2;MBOAT2;PLA2G12A	0.3199314263	0.3469128077
Pal2021_reprocessed	high_vs_zero	up	Glycine, serine and threonine metabolism	13204	1491	25	3	0.5478937629	DLD;GCSH;MAOB	0.9147443694	0.9025593395
Pal2021_reprocessed	high_vs_zero	up	Glycolysis / Gluconeogenesis	13204	1491	42	12	0.001787422597	ACSS1;ALDH2;ALDH3B2;ALDH9A1;DLD;FBP1;G6PC3;GPI;HK2;LDHA;PGK1;PKM	0.04781531794	0.05179585638
Pal2021_reprocessed	high_vs_zero	up	Glycosaminoglycan biosynthesis	13204	1491	42	2	0.9588257324	CHST1;HS6ST3	1	1
Pal2021_reprocessed	high_vs_zero	up	Glycosphingolipid biosynthesis	13204	1491	30	1	0.9726438703	GCNT2	1	1
Pal2021_reprocessed	high_vs_zero	up	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	13204	1491	24	2	0.7716571886	GPAA1;PIGX	1	1
Pal2021_reprocessed	high_vs_zero	up	Glyoxylate and dicarboxylate metabolism	13204	1491	26	5	0.1629204044	ACSS1;DLD;GCSH;GLUL;PCCA	0.5227408819	0.5683839672
Pal2021_reprocessed	high_vs_zero	up	GnRH secretion	13204	1491	38	8	0.05836375009	CACNA1D;GNAQ;HRAS;ITPR1;MAPK1;MAPK3;NRAS;PLCB1	0.3263836898	0.3639889791
Pal2021_reprocessed	high_vs_zero	up	GnRH signaling pathway	13204	1491	74	12	0.1255552354	CACNA1D;CALM1;GNAQ;GRB2;HRAS;ITPR1;MAP3K2;MAPK1;MAPK13;MAPK3;NRAS;PLCB1	0.4953043476	0.513458839
Pal2021_reprocessed	high_vs_zero	up	Graft-versus-host disease	13204	1491	18	0	1		1	1
