cohort	contrast	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	library	p_resolution_note
Wu2021	high_vs_low_detected	prerank	Graft-versus-host disease	-0.7951132039716488	-2.1147652393432077	0.0	0.0	0.0	15/24	10.37%	HLA-A;HLA-E;HLA-B;HLA-DMA;HLA-DPB1;HLA-F;HLA-DQA2;HLA-C;HLA-DPA1;HLA-DRA;HLA-DQB1;HLA-DQA1;HLA-DRB5;HLA-DMB;FAS	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_low_detected	prerank	Autoimmune thyroid disease	-0.7973486171331463	-2.094476919085114	0.0	0.0	0.0	15/22	10.37%	HLA-A;HLA-E;HLA-B;HLA-DMA;HLA-DPB1;HLA-F;HLA-DQA2;HLA-C;HLA-DPA1;HLA-DRA;HLA-DQB1;HLA-DQA1;HLA-DRB5;HLA-DMB;FAS	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_low_detected	prerank	Allograft rejection	-0.787643065274948	-2.0864149785145596	0.0	0.0	0.0	15/23	10.37%	HLA-A;HLA-E;HLA-B;HLA-DMA;HLA-DPB1;HLA-F;HLA-DQA2;HLA-C;HLA-DPA1;HLA-DRA;HLA-DQB1;HLA-DQA1;HLA-DRB5;HLA-DMB;FAS	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_low_detected	prerank	Type I diabetes mellitus	-0.757501069405849	-2.0593307303944366	0.0	0.0	0.0	16/27	10.37%	HLA-A;HLA-E;HLA-B;HLA-DMA;HLA-DPB1;HLA-F;HLA-DQA2;HLA-C;HLA-DPA1;HLA-DRA;HLA-DQB1;HLA-DQA1;HLA-DRB5;HLA-DMB;HSPD1;FAS	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_low_detected	prerank	Ribosome	-0.6197556704250878	-1.9298700434556113	0.0	0.0	0.0	69/127	19.51%	RPL18A;RPL4;RPS19;RPS3;RPS16;UBA52;RPS27A;RPS7;RPL13;RPL28;RPS8;RPL18;MRPS15;RPS21;RPL11;RPS11;RPS5;RPL37;RPS29;RPS25;RPS2;MRPL11;RPSA;RPS6;RPLP0;RPS9;RPL37A;MRPS5;RPS28;RPL10A;RPL22;MRPL34;RPL13A;MRPS11;RPL21;RPLP2;MRPS12;MRPL4;RPLP1;RPL5;RPS17;MRPL21;MRPL14;RPL30;MRPL19;MRPS6;RPL17;MRPS21;MRPL3;MRPL9;RPS10;RPS18;MRPL36;RPL27A;RPL10;RPL6;MRPL2;RPL15;MRPS9;RPS20;RPS12;RPL36A;RPL22L1;MRPS16;MRPL32;FAU;MRPL15;MRPS10;RPL35A	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_low_detected	prerank	Viral myocarditis	-0.6537910130154843	-1.8967303537210451	0.0	0.0	0.0	26/46	18.33%	HLA-A;HLA-E;HLA-B;CAV1;HLA-DMA;HLA-DPB1;BID;HLA-F;HLA-DQA2;HLA-C;HLA-DPA1;HLA-DRA;DMD;CYCS;HLA-DQB1;RAC1;HLA-DQA1;HLA-DRB5;EIF4G1;HLA-DMB;CASP8;SGCB;HLA-DOB;ABL2;EIF4G3;CXADR	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_low_detected	prerank	Antigen processing and presentation	-0.6235618796100905	-1.844110330539453	0.0	0.0007170913970595241	0.005	24/56	13.02%	CALR;HLA-A;HLA-E;HLA-B;TAP1;PDIA3;HLA-DMA;HLA-DPB1;HLA-F;B2M;HLA-DQA2;HLA-C;HLA-DPA1;HLA-DRA;LGMN;HLA-DQB1;RFXANK;HLA-DQA1;PSME2;HLA-DRB5;HLA-DMB;TAP2;NFYC;CD74	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_low_detected	prerank	Asthma	-0.7463009155677532	-1.8205766224712212	0.0	0.000878436961397917	0.007	9/15	8.96%	HLA-DMA;HLA-DPB1;HLA-DQA2;HLA-DPA1;HLA-DRA;HLA-DQB1;HLA-DQA1;HLA-DRB5;HLA-DMB	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_low_detected	prerank	Proteasome	-0.6133592816794948	-1.7811646485892614	0.0	0.0018963083611129635	0.015	28/43	28.30%	PSMB2;PSMA7;PSMB9;PSMD7;PSMB8;PSMD8;PSMB5;ADRM1;PSMA5;PSME4;PSMF1;PSME2;PSMD2;PSMD1;PSMC3;PSMC1;SEM1;PSMC4;PSMA3;PSMB6;PSMA4;PSMA6;PSMB4;PSMB10;PSMD14;PSMD13;PSMD6;PSMC2	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_low_detected	prerank	Glycolysis / Gluconeogenesis	-0.6212153849226052	-1.7803830768190383	0.0	0.0017066775250016671	0.015	15/43	8.76%	ENO1;LDHB;PKM;GAPDH;TPI1;PGM1;PFKP;GPI;AKR1A1;LDHA;PFKL;PGAM1;PGK1;PDHA1;DLAT	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_low_detected	prerank	Ribosome biogenesis in eukaryotes	-0.5856151288543524	-1.7631528855497414	0.0	0.002099122089574243	0.021	32/71	15.83%	GTPBP4;MPHOSPH10;RPP25;NOB1;FBL;SNU13;NOP10;WDR43;XRN2;GNL2;DKC1;XPO1;RAN;REXO2;CSNK2A2;RBM28;UTP4;NOP58;GAR1;POP1;IMP3;BMS1;POP7;SBDS;MDN1;WDR3;RRP7A;RPP38;EIF6;NOP56;RIOK1;RPP40	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_low_detected	prerank	Pentose phosphate pathway	-0.6564996793794208	-1.7570194079176125	0.0	0.0025098198897083343	0.028	10/25	6.69%	PGM1;PFKP;PGD;GPI;DERA;TKT;G6PD;PFKL;TALDO1;PGLS	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_low_detected	prerank	Intestinal immune network for IgA production	-0.6421407737047534	-1.7426120236624367	0.0	0.00293455864027436	0.033	12/28	8.96%	HLA-DMA;HLA-DPB1;HLA-DQA2;LTBR;HLA-DPA1;IL15RA;HLA-DRA;HLA-DQB1;HLA-DQA1;CCL28;HLA-DRB5;HLA-DMB	KEGG_2021_Human	zero means below permutation resolution, not exact zero
