cohort	contrast	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	library	p_resolution_note
Wu2021	high_vs_zero	prerank	Ribosome	0.7034880836686984	2.116637394951571	0.0	0.0	0.0	69/127	12.03%	RPL26;RPL7;RPL23A;RPL23;RPL34;RPL41;RPL27;RPS14;RPS23;RPL19;RPL9;RPS4X;MRPL12;MRPL23;RPS10;RPS20;RPL7A;RPL27A;RPL32;RPL15;RPL3;RPL29;RPL14;RPS15A;MRPL24;RPS24;RPL35;RPL8;RPL12;RPS15;RPS18;RPS17;RPL31;RPL26L1;RPL38;RPL13A;MRPL18;RPS13;MRPL22;RPL39;RPS11;RPS9;RPL10A;RPLP2;RPS6;RPL30;RSL24D1;MRPL15;RPS5;RPSA;FAU;RPS3A;RPL6;MRPL10;RPS27;RPL36A;MRPL13;RPS27L;MRPS7;RPL24;RPL21;MRPL32;MRPL33;RPS2;RPL35A;MRPS18C;RPL22L1;RPL5;MRPS17	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Oxidative phosphorylation	0.6454809982856131	1.9239257441306472	0.0	0.0	0.0	58/111	16.25%	COX6C;ATP5PO;ATP6V0E1;NDUFA2;COX7C;ATP5MC2;NDUFB8;NDUFA11;COX6A1;NDUFA5;NDUFS4;ATP6V1G1;ATP6V1H;NDUFA13;NDUFC2;ATP6V1C1;NDUFB2;UQCRQ;UQCR11;COX11;NDUFV2;NDUFA9;NDUFB5;COX7A2L;UQCRC2;UQCRB;NDUFA7;NDUFA8;COX17;NDUFB10;ATP6V1F;ATP5PB;ATP6V1E1;ATP5PD;NDUFAB1;PPA2;ATP6V1A;NDUFA4;NDUFB9;CYC1;NDUFS8;ATP6V0E2;COX4I1;NDUFB6;SDHC;ATP5ME;ATP6V1B1;ATP6AP1;COX7A2;COX5B;ATP6V0B;NDUFB11;ATP5F1B;NDUFA10;SDHD;PPA1;NDUFS6;ATP6V1D	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Coronavirus disease	0.6233890857146613	1.8982006951502952	0.0	0.0	0.0	76/180	17.17%	RPL26;RPL7;RPL23A;RPL23;RPL34;IL6ST;RPL41;RPL27;RPS14;RPS23;RPL19;RPL9;RPS4X;RPS10;RPS20;CFD;RPL7A;RPL27A;RPL32;RPL15;RPL3;RPL29;RPL14;RPS15A;RPS24;RPL35;RPL8;RPL12;RPS15;RPS18;RPS17;RPL31;RPL26L1;RPL38;ISG15;RPL13A;RPS13;RPL39;RPS11;RPS9;RPL10A;RPLP2;RPS6;RPL30;RSL24D1;RPS5;RPSA;AGTR1;FAU;OAS1;RPS3A;NFKBIA;RPL6;RPS27;MX1;RPL36A;RPS27L;RPL24;RPL21;RPS2;EIF2AK2;STAT3;RPL35A;RPL22L1;RPL5;HBEGF;RPL13;TBK1;MAPK8;RPL37A;TAB2;MAPK3;RPS28;CFB;IKBKB;RPS26	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Steroid biosynthesis	-0.5288350235859776	-1.7435518095325329	0.007407407407407408	0.11832535036366862	0.052	7/18	6.86%	FDFT1;CYP2R1;LSS;CYP51A1;DHCR7;SC5D;TM7SF2	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Parkinson disease	0.5513684083815771	1.694047566917111	0.0	0.018206364925229583	0.065	85/208	16.11%	XBP1;COX6C;ATP5PO;PSMA1;VDAC1;NDUFA2;COX7C;ATP5MC2;NDUFB8;NDUFA11;COX6A1;NDUFA5;NDUFS4;NDUFA13;NDUFC2;NDUFB2;PSMA2;UQCRQ;UQCR11;PSMB1;UBC;UBB;NDUFV2;NDUFA9;PSMD3;NDUFB5;SLC25A6;VDAC3;PSMB3;COX7A2L;UQCRC2;PSMB7;ATF6;PSMC5;UQCRB;NDUFA7;NDUFA8;NDUFB10;ATP5PB;PSMC2;ATP5PD;NDUFAB1;ATF4;PSMB4;DUSP1;NDUFA4;PSMD11;CALM2;NDUFB9;CYC1;GNAI3;NDUFS8;PSMD4;HSPA5;COX4I1;NDUFB6;SDHC;MAPT;DDIT3;MAOA;BCL2L1;SLC25A4;PPIF;PSMD12;COX7A2;PSMD13;TUBA3D;MAOB;UBE2L6;SLC25A5;BAX;COX5B;TUBA3E;UBA1;NDUFB11;TP53;ATP5F1B;NDUFA10;UBE2G1;SDHD;PSMA5;MAPK8;PSMB6;NDUFS6;TUBB2B	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Proteasome	0.6135009165200149	1.6867031848429608	0.0021164021164021165	0.016481551405997306	0.074	22/43	22.54%	PSMA1;PSMA2;PSME1;PSMB1;PSMD3;PSMB3;PSMB7;PSMC5;PSMC2;PSMB4;PSMD11;PSMD4;PSMD12;PSMD13;PSME3;PSMA5;PSMB6;POMP;PSMD9;PSMA4;PSMD6;PSMD7	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Prion disease	0.5438180635268293	1.6727043379759632	0.0	0.018845184747167464	0.102	92/222	19.87%	COX6C;ATP5PO;PSMA1;VDAC1;NDUFA2;COX7C;CSNK2B;ATP5MC2;HSPA2;NDUFB8;NDUFA11;COX6A1;NDUFA5;NDUFS4;NDUFA13;NDUFC2;NDUFB2;PSMA2;UQCRQ;UQCR11;PSMB1;NDUFV2;NDUFA9;PSMD3;NDUFB5;SLC25A6;VDAC3;PSMB3;COX7A2L;EGR1;UQCRC2;PSMB7;PSMC5;UQCRB;NDUFA7;NDUFA8;HSPA8;NDUFB10;ATP5PB;PSMC2;ATP5PD;NDUFAB1;ATF4;PSMB4;HSPA1A;NDUFA4;PSMD11;NDUFB9;CYC1;NDUFS8;PSMD4;HSPA5;COX4I1;NDUFB6;SOD1;SDHC;CSNK2A1;CREB3;DDIT3;SLC25A4;PPIF;PSMD12;COX7A2;PSMD13;TUBA3D;HSPA1B;RAC1;SLC25A5;BAX;COX5B;TUBA3E;CREB3L4;NDUFB11;ATP5F1B;PPP3CB;NDUFA10;SDHD;PSMA5;MAPK8;PSMB6;NDUFS6;TUBB2B;MAPK3;ATF6B;COX8A;KLC2;PRKCD;PSMD9;CREB3L1;TUBB2A;ATP5F1D;PSMA4	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Huntington disease	0.5333931932426647	1.6565143629728414	0.0	0.0217655039331692	0.139	105/259	19.87%	COX6C;POLR2J;ATP5PO;PSMA1;VDAC1;NDUFA2;COX7C;ATP5MC2;NDUFB8;NDUFA11;COX6A1;NDUFA5;NDUFS4;NDUFA13;NDUFC2;NDUFB2;PSMA2;UQCRQ;UQCR11;PSMB1;BECN1;RB1CC1;NDUFV2;POLR2K;GPX1;NDUFA9;PSMD3;NDUFB5;SLC25A6;VDAC3;PSMB3;COX7A2L;UQCRC2;PSMB7;DNALI1;PSMC5;UQCRB;NDUFA7;NDUFA8;ATG101;NDUFB10;ATP5PB;PSMC2;ATP5PD;NDUFAB1;PSMB4;DCTN6;NDUFA4;PSMD11;CLTA;NDUFB9;CYC1;NDUFS8;PSMD4;DCTN3;COX4I1;NDUFB6;SOD1;SDHC;GNAQ;AP2A1;BBC3;AP2B1;CREB3;SLC25A4;PPIF;PSMD12;ACTR10;POLR2L;COX7A2;PSMD13;TUBA3D;SLC25A5;BAX;COX5B;TUBA3E;CREB3L4;NDUFB11;POLR2J3;TP53;HIP1;ATP5F1B;NDUFA10;WIPI1;SDHD;PSMA5;MAPK8;POLR2H;PSMB6;NDUFS6;TUBB2B;ULK2;AP2A2;REST;DCTN2;COX8A;KLC2;POLR2F;PSMD9;POLR2B;DNAL1;CREB3L1;TUBB2A;ATP5F1D;PSMA4	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Amyotrophic lateral sclerosis	0.5300162339670075	1.6464605133408483	0.0	0.022398620006696922	0.162	129/301	22.96%	XBP1;COX6C;ATP5PO;PSMA1;VDAC1;NDUFA2;COX7C;ATP5MC2;NDUFB8;NDUFA11;COX6A1;NDUFA5;NDUFS4;GABARAPL2;NDUFA13;NDUFC2;ACTG1;NDUFB2;HNRNPA1;PSMA2;UQCRQ;UQCR11;PSMB1;BECN1;RB1CC1;NDUFV2;GPX1;NDUFA9;PSMD3;NDUFB5;PSMB3;COX7A2L;UQCRC2;PSMB7;ATF6;DNALI1;PSMC5;UQCRB;NDUFA7;NDUFA8;ATG101;NDUFB10;RAB8A;ATP5PB;PSMC2;ATP5PD;NXT1;NDUFAB1;ATF4;PSMB4;TARDBP;DCTN6;UBQLN1;NDUFA4;PSMD11;NDUFB9;CYC1;DERL1;NDUFS8;PSMD4;DCTN3;HSPA5;COX4I1;NDUFB6;ANXA11;SOD1;SDHC;DDIT3;BCL2L1;PSMD12;ACTR10;RAB5A;UBQLN2;COX7A2;PSMD13;TUBA3D;RAB1A;RAC1;BCL2;BAX;COX5B;CAT;TUBA3E;GLE1;SQSTM1;OPTN;NDUFB11;NUP85;NXT2;TP53;TBK1;ATP5F1B;PPP3CB;NDUFA10;WIPI1;SDHD;PSMA5;PSMB6;NDUFS6;TUBB2B;ULK2;FIG4;FUS;DCTN2;COX8A;KLC2;CCS;SEC13;PSMD9;DNAL1;ATXN2;TUBB2A;HNRNPA1L2;ATP5F1D;PSMA4;ANG;NDUFA12;SRSF3;TRAF2;WDR41;PSMD6;MAP2K3;VCP;NUP54;CHMP2B;PSMD7;SLC1A2;CASP3;NDUFB3	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Wu2021	high_vs_zero	prerank	Morphine addiction	-0.39125633199152665	-1.6367997386397024	0.0	0.11934539648749336	0.097	14/51	8.06%	GNAS;GNGT1;PDE4B;GABRE;GNG12;GNG5;GNAI1;GABRP;GNG4;GABRA5;PRKACB;PDE4D;GABRD;GNAO1	KEGG_2021_Human	zero means below permutation resolution, not exact zero
