module_id	module	metabolite_name	cancer	stage_id	run_id	analysis_version	relation_key	metabolite_key	gene	mapping_status	status	origins	relationship_types	evidence_ids	source_urls	gene_in_original117	patient_analysis_this_round	functional_analysis_this_round	metabolite_paired_n	metabolite_paired_effect	metabolite_paired_p_value	metabolite_paired_q_value	metabolite_paired_pairs_higher	metabolite_paired_pairs_lower	metabolite_paired_pairs_equal	metabolite_paired_same_direction_fraction	metabolite_paired_majority_direction	metabolite_paired_q_value_available	metabolite_paired_n_available	CAMP_n	CAMP_effect	CAMP_ci_lower	CAMP_ci_upper	CAMP_p_value	CAMP_q_value	CAMP_status	CAMP_reason	CAMP_statistics_reused	CAMP_previous_q	CAMP_family_n_evaluable	CAMP_available_n	CAMP_available_effect	CAMP_available_ci_lower	CAMP_available_ci_upper	CAMP_available_p_value	CAMP_available_q_value	CAMP_available_status	CAMP_available_reason	CAMP_available_statistics_reused	CAMP_available_previous_q	CAMP_available_family_n_evaluable	FUSCC_n	FUSCC_effect	FUSCC_ci_lower	FUSCC_ci_upper	FUSCC_p_value	FUSCC_q_value	FUSCC_status	FUSCC_reason	FUSCC_statistics_reused	FUSCC_previous_q	FUSCC_family_n_evaluable	FUSCC_warning_excluded_n	FUSCC_warning_excluded_effect	FUSCC_warning_excluded_ci_lower	FUSCC_warning_excluded_ci_upper	FUSCC_warning_excluded_p_value	FUSCC_warning_excluded_q_value	FUSCC_warning_excluded_status	FUSCC_warning_excluded_reason	FUSCC_warning_excluded_statistics_reused	FUSCC_warning_excluded_previous_q	FUSCC_warning_excluded_family_n_evaluable	Tang_n	Tang_effect	Tang_ci_lower	Tang_ci_upper	Tang_p_value	Tang_q_value	Tang_status	Tang_reason	Tang_statistics_reused	Tang_previous_q	Tang_family_n_evaluable	FUSCC_direction_vs_CAMP	Tang_direction_vs_CAMP	new_relation_statistics_not_transferred_by_gene	record_v1_mapping_stage_patient_status	record_v1_current_patient_status	record_v1_association_tier	record_v1_source	record_v1_RNA_status	record_v1_RNA_n	record_v1_RNA_effect	record_v1_RNA_p	record_v1_RNA_q	record_v1_RNA_positive_pairs	record_v1_RNA_negative_pairs	record_v1_RNA_tier	record_v1_Wu_top	record_v1_Pal_top	record_v1_interpretation_cn	record_v1_limitation_cn
M01	氨基酸氮分配与谷氨酸分支	glutamine	BRCA	07_INTEGRATION	20260921T154000Z_mapping262_integration_v1	mapping262_integration_v1	KEGG:C00064|ASNS	KEGG:C00064	ASNS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0038	https://www.kegg.jp/entry/6.3.5.4 ; https://www.uniprot.org/uniprotkb/P08243/entry	True	NOT_RUN	NOT_RUN	45	-1.472771118046759	6.026105581971644e-08	3.1736397629373487e-06	6	39	0	0.8666666666666667	DOWN	4.311359677952625e-06	45	60.0	-0.4397888302306197	-0.6320325827869804	-0.2029944909168789	0.0005	0.019125	DONE	same_cohort_postselection;RNA_not_flux	True	0.0146571428571428	255.0	60.0	-0.4397888302306197	-0.620087771458352	-0.2014354366494602	0.0006	0.0286875	DONE	same_cohort_postselection;RNA_not_flux	True	0.0219857142857142	255.0	258.0	-0.3073168311608272	-0.4158875151943521	-0.1894185711284087	0.0001	0.00524	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.00348	126.0	257.0	-0.3068330920278708	-0.4147911467779293	-0.1962346454007469	0.0001	0.00655	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.00435	126.0	20.0	-0.1488721804511278	-0.6107398302791928	0.3188663441457943	0.5316	0.8923285714285714	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.8841918367346938	235.0	SAME_SIGN	SAME_SIGN	True	NOT_RUN	DONE	FDR_SUPPORTED	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	DONE	45.0	0.484670967461386	6.000560098222248e-07	3.86122997624736e-06	36.0	9.0	FDR_SUPPORTED	Malignant_epithelial	Malignant_epithelial	与GLS共同保留为谷氨酰胺专题候选；已有患者关联与Asns自身干预RNA资料。	条件相关不是独立通量；小鼠再培养细胞RNA不能证明人类谷氨酰胺介导或GLS功能补偿。
M01	氨基酸氮分配与谷氨酸分支	glutamine	BRCA	07_INTEGRATION	20260921T154000Z_mapping262_integration_v1	mapping262_integration_v1	KEGG:C00064|GLS	KEGG:C00064	GLS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0039	https://enzyme.expasy.org/EC/3.5.1.2 ; https://www.uniprot.org/uniprotkb/O94925/entry	True	NOT_RUN	NOT_RUN	45	-1.472771118046759	6.026105581971644e-08	3.1736397629373487e-06	6	39	0	0.8666666666666667	DOWN	4.311359677952625e-06	45	60.0	-0.2172825784940261	-0.4547115637220345	0.0496103650396853	0.0979	0.2655797872340425	DONE	same_cohort_postselection;RNA_not_flux	True	0.2575523076923077	255.0	60.0	-0.2172825784940261	-0.4644165064348806	0.0558689155635353	0.0947	0.2981296296296297	DONE	same_cohort_postselection;RNA_not_flux	True	0.2792017241379311	255.0	258.0	-0.3549751258555891	-0.4521072584827192	-0.2437485077657621	0.0001	0.00524	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.00348	126.0	257.0	-0.3606849776038368	-0.4588961062713398	-0.2485340344023261	0.0001	0.00655	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.00435	126.0	20.0	-0.3443609022556391	-0.7188495750251133	0.1082321977529957	0.1387	0.5432416666666666	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.5382880952380952	235.0	SAME_SIGN	SAME_SIGN	True	NOT_RUN	DONE	NOT_NOMINAL_SIGNIFICANT	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	DONE	45.0	0.0628567074973772	0.3888087314571496	0.4755677045922161	25.0	20.0	NOT_NOMINAL_SIGNIFICANT	Endothelial	Endothelial	FUSCC条件模型中负关联较突出，但不据q大小判定优于ASNS。	组织RNA不是酶活；单细胞内皮较高不证明患者关联来自内皮。
M01	氨基酸氮分配与谷氨酸分支	glutamine	BRCA	07_INTEGRATION	20260921T154000Z_mapping262_integration_v1	mapping262_integration_v1	KEGG:C00064|GLS2	KEGG:C00064	GLS2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0040	https://enzyme.expasy.org/EC/3.5.1.2 ; https://www.uniprot.org/uniprotkb/Q9UI32/entry	True	NOT_RUN	NOT_RUN	45	-1.472771118046759	6.026105581971644e-08	3.1736397629373487e-06	6	39	0	0.8666666666666667	DOWN	4.311359677952625e-06	45	60.0	0.2330091692136705	-0.0192321466426456	0.4673925417827133	0.0729	0.2267012195121951	DONE	same_cohort_postselection;RNA_not_flux	True	0.2255431034482758	255.0	60.0	0.2330091692136705	-0.0216484502425841	0.4595604057849877	0.0699	0.2546357142857143	DONE	same_cohort_postselection;RNA_not_flux	True	0.239058	255.0	258.0	-0.0743383490693589	-0.1992659610220844	0.0554963002880661	0.2409	0.9710123076923076	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.6351	126.0	257.0	-0.0703482018423532	-0.1969575968699086	0.063408335650193	0.2617	1.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.7005507692307692	126.0	20.0	0.2195488721804511	-0.2233036831990408	0.6417914585679731	0.3608	0.792411214953271	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.773821052631579	235.0	OPPOSITE_OR_ZERO	SAME_SIGN	True	NOT_RUN	DONE	NOT_NOMINAL_SIGNIFICANT	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	DONE	45.0	0.0486802233707668	0.2083717448875996	0.2937049356510928	25.0	20.0	NOT_NOMINAL_SIGNIFICANT	Nonmalignant_epithelial	Malignant_epithelial	保留当前患者关联支持不足的结果。	不能称生物学阴性对照。
M01	氨基酸氮分配与谷氨酸分支	glutamine	BRCA	07_INTEGRATION	20260921T154000Z_mapping262_integration_v1	mapping262_integration_v1	KEGG:C00064|GLUL	KEGG:C00064	GLUL	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0041	https://rest.uniprot.org/uniprotkb/P15104.txt ; https://www.uniprot.org/uniprotkb/P15104/entry	True	NOT_RUN	NOT_RUN	45	-1.472771118046759	6.026105581971644e-08	3.1736397629373487e-06	6	39	0	0.8666666666666667	DOWN	4.311359677952625e-06	45	60.0	-0.0499027507641011	-0.3174563290067409	0.2235406655363299	0.7025	0.8410211267605634	DONE	same_cohort_postselection;RNA_not_flux	True	0.8400524475524476	255.0	60.0	-0.0499027507641011	-0.3006500523256297	0.2252747864318112	0.7051	0.8586611374407583	DONE	same_cohort_postselection;RNA_not_flux	True	0.8321609589041097	255.0	258.0	0.1383948551625685	0.0213232239448573	0.2481475131534896	0.0264	0.276672	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.183744	126.0	257.0	0.1356742319699574	0.0126047721948964	0.2518777568879962	0.0277	0.2791307692307692	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.185376923076923	126.0	20.0	0.1037593984962406	-0.4062797405094537	0.554882664647994	0.664	0.928809523809524	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.9172203389830508	235.0	OPPOSITE_OR_ZERO	OPPOSITE_OR_ZERO	True	NOT_RUN	DONE	NOT_NOMINAL_SIGNIFICANT	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	DONE	45.0	0.0436434198780477	0.5550267945631138	0.6318766584256987	22.0	23.0	NOT_NOMINAL_SIGNIFICANT	Myeloid	Myeloid	保留弱正向条件关联背景。	后选择六项模型的q不替代原全关系q，不表示突然发现强机制。
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	07_INTEGRATION	20260921T154000Z_mapping262_integration_v1	mapping262_integration_v1	KEGG:C00025|ASNS	KEGG:C00025	ASNS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0008	https://www.kegg.jp/entry/6.3.5.4 ; https://www.uniprot.org/uniprotkb/P08243/entry	True	NOT_RUN	NOT_RUN	45	1.6338794772671286	6.835213750344967e-08	3.1736397629373487e-06	39	6	0	0.8666666666666667	UP	4.311359677952625e-06	45	60.0	0.2747429841622673	0.011132897496513	0.5037758512120332	0.0345	0.1638611111111111	DONE	same_cohort_postselection;RNA_not_flux	True	0.164825	255.0	60.0	0.2747429841622673	-0.0039840118934214	0.5112298416865678	0.0378	0.1967142857142857	DONE	same_cohort_postselection;RNA_not_flux	True	0.1958727272727272	255.0	258.0	-0.2358091250499177	-0.3466603966203251	-0.1214539607397501	0.0003	0.0112285714285714	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.0074571428571428	126.0	257.0	-0.2358567663559858	-0.3452839838581714	-0.121084911945796	0.0003	0.0112285714285714	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.0074571428571428	126.0	20.0	0.2330827067669172	-0.2862078907435508	0.6596502790806132	0.3242	0.7486745283018869	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.73024	235.0	OPPOSITE_OR_ZERO	SAME_SIGN	True	NOT_RUN	DONE	NOMINAL_P_ONLY	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	DONE	45.0	0.484670967461386	6.000560098222248e-07	3.86122997624736e-06	36.0	9.0	FDR_SUPPORTED	Malignant_epithelial	Malignant_epithelial	与GLS共同保留为谷氨酰胺专题候选；已有患者关联与Asns自身干预RNA资料。	条件相关不是独立通量；小鼠再培养细胞RNA不能证明人类谷氨酰胺介导或GLS功能补偿。
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	07_INTEGRATION	20260921T154000Z_mapping262_integration_v1	mapping262_integration_v1	KEGG:C00025|BCAT1	KEGG:C00025	BCAT1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0009	https://enzyme.expasy.org/EC/2.6.1.42 ; https://www.uniprot.org/uniprotkb/P54687/entry	True	NOT_RUN	NOT_RUN	45	1.6338794772671286	6.835213750344967e-08	3.1736397629373487e-06	39	6	0	0.8666666666666667	UP	4.311359677952625e-06	45	60.0	0.2657960544595721	0.0093138292715559	0.4812214153636627	0.0416	0.1722230769230769	DONE	same_cohort_postselection;RNA_not_flux	True	0.1730357142857143	255.0	60.0	0.2657960544595721	0.0223673839466491	0.4857534659930206	0.0361	0.19178125	DONE	same_cohort_postselection;RNA_not_flux	True	0.192909375	255.0	258.0	0.1213863138575834	0.0004490204112965	0.2406792991227169	0.0587	0.4660424242424243	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.3095090909090909	126.0	257.0	0.1168658379332187	-0.0017627160203755	0.2409236017779259	0.0624	0.4808470588235294	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.3193411764705882	126.0	20.0	0.0180451127819548	-0.4171857286150831	0.4824602110100354	0.9432	0.9764301310043668	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.9818414012738852	235.0	SAME_SIGN	SAME_SIGN	True	NOT_RUN	DONE	NOMINAL_P_ONLY	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	DONE	45.0	0.3231692490913656	0.042350661756496	0.0746178326185882	27.0	18.0	NOMINAL_P_ONLY	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	07_INTEGRATION	20260921T154000Z_mapping262_integration_v1	mapping262_integration_v1	KEGG:C00025|BCAT2	KEGG:C00025	BCAT2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0010	https://enzyme.expasy.org/EC/2.6.1.42 ; https://www.uniprot.org/uniprotkb/O15382/entry	True	NOT_RUN	NOT_RUN	45	1.6338794772671286	6.835213750344967e-08	3.1736397629373487e-06	39	6	0	0.8666666666666667	UP	4.311359677952625e-06	45	60.0	0.3724367879966658	0.1061477680039393	0.6025308610475502	0.0032	0.0544	DONE	same_cohort_postselection;RNA_not_flux	True	0.0456	255.0	60.0	0.3724367879966658	0.0940606356382282	0.6090959714828389	0.004	0.06375	DONE	same_cohort_postselection;RNA_not_flux	True	0.0526153846153846	255.0	258.0	-0.0771316839545959	-0.1954351162450419	0.041904323609044	0.2204	0.931367741935484	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.6087238095238096	126.0	257.0	-0.0744432064971495	-0.1930374982426906	0.0489747608284158	0.2338	0.9879935483870969	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.6457333333333334	126.0	20.0	-0.3338345864661654	-0.6929419769564484	0.1574184813918654	0.1575	0.5611515151515151	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.5465702127659574	235.0	OPPOSITE_OR_ZERO	OPPOSITE_OR_ZERO	True	NOT_RUN	DONE	NOMINAL_P_ONLY	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	DONE	45.0	0.1455620665486846	0.0630952969528727	0.10661816526513393	28.0	17.0	NOT_NOMINAL_SIGNIFICANT	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	07_INTEGRATION	20260921T154000Z_mapping262_integration_v1	mapping262_integration_v1	KEGG:C00025|FOLH1	KEGG:C00025	FOLH1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0011	https://enzyme.expasy.org/EC/3.4.17.21 ; https://www.uniprot.org/uniprotkb/Q04609/entry	True	NOT_RUN	NOT_RUN	45	1.6338794772671286	6.835213750344967e-08	3.1736397629373487e-06	39	6	0	0.8666666666666667	UP	4.311359677952625e-06	45	60.0	0.1804945818282856	-0.0668334138400838	0.4114776494439678	0.1691	0.37825	DONE	same_cohort_postselection;RNA_not_flux	True	0.3526353658536585	255.0	60.0	0.1804945818282856	-0.0727806480772985	0.416325371797849	0.1655	0.4335	DONE	same_cohort_postselection;RNA_not_flux	True	0.3902547945205479	255.0	258.0	-0.1883360020180217	-0.3012361793775123	-0.077554538245229	0.0029	0.0506533333333333	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.0336399999999999	126.0	257.0	-0.1828454438512352	-0.2969094800711098	-0.0623113164105755	0.0039	0.0582222222222222	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.0386666666666666	126.0	20.0	0.5684210526315789	0.2191177481093447	0.7901220367755961	0.0105	0.2187307692307692	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.17115	235.0	OPPOSITE_OR_ZERO	SAME_SIGN	True	NOT_RUN	DONE	NOT_NOMINAL_SIGNIFICANT	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	DONE	45.0	-0.0262395548919822	0.8181739668122198	0.8587925325404859	20.0	25.0	NOT_NOMINAL_SIGNIFICANT	Endothelial	Endothelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	07_INTEGRATION	20260921T154000Z_mapping262_integration_v1	mapping262_integration_v1	KEGG:C00025|GCLC	KEGG:C00025	GCLC	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0012	https://enzyme.expasy.org/EC/6.3.2.2 ; https://www.uniprot.org/uniprotkb/P48506/entry	True	NOT_RUN	NOT_RUN	45	1.6338794772671286	6.835213750344967e-08	3.1736397629373487e-06	39	6	0	0.8666666666666667	UP	4.311359677952625e-06	45	60.0	0.0991386496248958	-0.1677802774821473	0.3614850992955221	0.4518	0.6565169491525424	DONE	same_cohort_postselection;RNA_not_flux	True	0.6233976	255.0	60.0	0.0991386496248958	-0.1579478168623451	0.3521316406940856	0.4487	0.6848571428571428	DONE	same_cohort_postselection;RNA_not_flux	True	0.653505	255.0	258.0	0.0477543743311547	-0.072794499669328	0.17201961564303	0.4501	1.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.8606307692307693	126.0	257.0	0.0524867659035381	-0.0657664943602074	0.1724143386917865	0.4075	1.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.8542771084337349	126.0	20.0	-0.356390977443609	-0.751896398654053	0.16717169920041	0.1239	0.5178103448275863	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.5207849999999999	235.0	SAME_SIGN	OPPOSITE_OR_ZERO	True	NOT_RUN	DONE	NOT_NOMINAL_SIGNIFICANT	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	DONE	45.0	-0.1721708309428213	0.1065910311403523	0.16782417668906535	18.0	27.0	NOT_NOMINAL_SIGNIFICANT	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	07_INTEGRATION	20260921T154000Z_mapping262_integration_v1	mapping262_integration_v1	KEGG:C00025|GLS	KEGG:C00025	GLS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0013	https://enzyme.expasy.org/EC/3.5.1.2 ; https://www.uniprot.org/uniprotkb/O94925/entry	True	NOT_RUN	NOT_RUN	45	1.6338794772671286	6.835213750344967e-08	3.1736397629373487e-06	39	6	0	0.8666666666666667	UP	4.311359677952625e-06	45	60.0	0.1793831619894415	-0.0867625378988067	0.4365048901327072	0.1685	0.37825	DONE	same_cohort_postselection;RNA_not_flux	True	0.3526353658536585	255.0	60.0	0.1793831619894415	-0.0937131240707679	0.4252965986378194	0.1711	0.4407121212121212	DONE	same_cohort_postselection;RNA_not_flux	True	0.3953797297297297	255.0	258.0	-0.1029439149971228	-0.2169987809270529	0.0276839294314912	0.098	0.6583589743589744	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.4372307692307692	126.0	257.0	-0.1111607546828341	-0.2266059646984471	0.0047795973841563	0.0786	0.5720333333333333	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.3799	126.0	20.0	0.3548872180451128	-0.1461027485005532	0.6870644884568791	0.1278	0.5178103448275863	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	True	0.5207849999999999	235.0	OPPOSITE_OR_ZERO	SAME_SIGN	True	NOT_RUN	DONE	NOT_NOMINAL_SIGNIFICANT	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	DONE	45.0	0.0628567074973772	0.3888087314571496	0.4755677045922161	25.0	20.0	NOT_NOMINAL_SIGNIFICANT	Endothelial	Endothelial	FUSCC条件模型中负关联较突出，但不据q大小判定优于ASNS。	组织RNA不是酶活；单细胞内皮较高不证明患者关联来自内皮。
